# Full, machine-readable Table 2 from Stahl et al. 2019
# Photometry of 93 SNe Ia
#
# NULL values are denoted by 99.999
#
# ---------------------------------------------------------------------------------------------------------
SN       MJD       B      EB       V      EV       R      ER       I      EI   CLEAR  ECLEAR   system
 2012ea  56203.13  19.194   0.060  18.180   0.025  17.940   0.027  17.592   0.024  99.999  99.999  nickel2
 2012ea  56205.12  19.228   0.171  18.207   0.049  18.016   0.046  17.744   0.061  99.999  99.999    kait4
 2012ea  56207.12  19.405   0.135  18.204   0.053  18.116   0.051  17.904   0.073  99.999  99.999    kait4
 2012ea  56207.15  19.302   0.095  18.354   0.030  18.092   0.031  99.999  99.999  99.999  99.999  nickel2
 2012ea  56209.12  19.221   0.140  18.349   0.064  18.238   0.051  17.941   0.066  99.999  99.999    kait4
 2012ea  56214.12  19.378   0.156  18.526   0.061  18.480   0.072  18.285   0.102  99.999  99.999    kait4
 2012ea  56218.11  19.269   0.253  18.724   0.117  18.469   0.095  18.244   0.120  99.999  99.999    kait4
 2012ea  56221.11  19.374   0.234  18.655   0.097  18.553   0.109  18.340   0.109  99.999  99.999    kait4
 2012ea  56224.10  19.349   0.324  18.906   0.163  18.701   0.156  18.530   0.270  99.999  99.999    kait4
 2012ea  56336.59  19.215   0.388  19.308   0.340  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2012ea  56339.55  18.850   0.513  19.135   0.592  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2012ea  56356.54  19.042   0.351  19.589   0.390  19.424   0.595  18.764   0.453  99.999  99.999    kait4
 2012ea  56363.53  20.073   0.649  19.878   0.404  20.136   0.359  19.103   0.351  99.999  99.999    kait4
 2012ea  56369.50  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.815   0.442    kait4
 2012ea  56384.52  19.028   0.501  19.781   0.606  99.999  99.999  18.849   0.556  99.999  99.999    kait4
 2012ea  56399.43  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.842   0.534    kait4
 2012ea  56429.39  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.591   0.559    kait4
 2012ea  56431.38  19.945   0.395  20.102   0.407  20.272   0.636  99.999  99.999  99.999  99.999    kait4
 2012ea  56441.36  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.804   0.558    kait4
 2012ea  56442.36  19.536   0.498  20.297   0.431  20.009   0.512  99.999  99.999  99.999  99.999    kait4
 2012ea  56446.34  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.882   0.411    kait4
 2012ea  56451.38  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.768   0.507    kait4
 2012ea  56488.28  19.772   0.511  20.221   0.535  20.414   0.330  99.999  99.999  99.999  99.999    kait4
 2012ea  56509.21  20.445   0.421  20.037   0.541  20.274   0.791  99.999  99.999  99.999  99.999    kait4
 2012ea  56519.17  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.846   0.629    kait4
 2012ea  56527.17  19.922   0.641  19.704   0.697  99.999  99.999  19.426   0.407  99.999  99.999    kait4
 2012ea  56539.16  19.532   0.579  20.279   0.403  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2012gl  56245.50  17.768   0.059  17.228   0.031  17.194   0.022  17.400   0.069  99.999  99.999  nickel2
 2012gl  56256.51  17.667   0.196  17.545   0.033  17.544   0.026  17.722   0.089  99.999  99.999  nickel2
 2012gl  56268.50  18.097   0.137  17.708   0.031  18.044   0.172  18.133   0.122  99.999  99.999  nickel2
 2012gl  56295.52  18.526   0.092  18.210   0.029  18.640   0.059  99.999  99.999  99.999  99.999  nickel2
 2012gl  56305.43  18.830   0.120  18.466   0.083  18.916   0.113  99.999  99.999  99.999  99.999  nickel2
 2012gl  56312.46  18.892   0.097  18.518   0.035  19.026   0.073  19.089   0.218  99.999  99.999  nickel2
 2012gl  56325.31  19.181   0.098  18.621   0.071  19.383   0.111  99.999  99.999  99.999  99.999  nickel2
 2012gl  56328.33  19.182   0.120  18.567   0.139  19.472   0.119  19.367   0.281  99.999  99.999  nickel2
 2013bs  56402.41  17.137   0.434  16.925   0.051  16.698   0.019  16.751   0.024  99.999  99.999  nickel2
 2013bs  56410.47  16.917   0.019  16.659   0.041  16.589   0.011  16.853   0.014  99.999  99.999  nickel2
 2013bs  56413.42  17.170   0.035  16.795   0.024  16.808   0.129  17.046   0.137  99.999  99.999  nickel2
 2013bs  56421.40  18.317   0.049  17.411   0.019  17.230   0.016  17.314   0.032  99.999  99.999  nickel2
 2013bs  56425.47  18.746   0.031  17.696   0.032  17.311   0.029  17.250   0.016  99.999  99.999  nickel2
 2013bs  56430.46  19.050   0.041  18.059   0.047  17.495   0.034  17.255   0.040  99.999  99.999  nickel2
 2013bs  56437.48  19.620   0.154  18.654   0.077  18.068   0.040  17.852   0.053  99.999  99.999  nickel2
 2013bs  56443.42  19.841   0.057  18.858   0.042  18.448   0.032  18.282   0.044  99.999  99.999  nickel2
 2013bs  56447.41  20.111   0.169  18.945   0.056  18.578   0.046  18.434   0.080  99.999  99.999  nickel2
 2013bs  56449.41  19.970   0.070  19.033   0.055  18.667   0.039  18.497   0.049  99.999  99.999  nickel2
 2013bs  56454.37  20.315   0.430  19.148   0.298  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013dh  56452.35  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.646   0.522    kait4
 2013dh  56453.34  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.787   0.664    kait4
 2013dh  56455.34  18.392   0.223  18.741   0.094  99.999  99.999  99.999  99.999  18.551   0.040    kait4
 2013dh  56456.32  18.365   0.127  18.569   0.141  18.309   0.173  18.309   0.251  18.333   0.222    kait4
 2013dh  56457.30  18.157   0.085  18.408   0.101  18.094   0.113  18.279   0.172  17.971   0.107    kait4
 2013dh  56458.32  17.672   0.054  17.992   0.064  17.942   0.090  17.861   0.114  17.654   0.084    kait4
 2013dh  56459.26  17.843   0.097  18.104   0.098  17.850   0.116  17.906   0.187  17.598   0.108    kait4
 2013dh  56460.30  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.619   0.080    kait4
 2013dh  56461.31  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.344   0.101    kait4
 2013dh  56463.26  17.546   0.170  17.876   0.132  17.874   0.241  17.413   0.146  17.332   0.120    kait4
 2013dh  56464.25  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.201   0.828    kait4
 2013dh  56466.26  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.120   0.119    kait4
 2013dh  56469.33  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.519   0.146    kait4
 2013dh  56470.29  18.199   0.111  17.646   0.055  17.364   0.067  17.314   0.098  17.404   0.092    kait4
 2013dh  56471.30  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.401   0.106    kait4
 2013dh  56472.27  18.360   0.113  17.984   0.082  17.519   0.092  17.457   0.114  17.558   0.124    kait4
 2013dh  56474.26  18.731   0.266  17.954   0.109  17.519   0.101  17.520   0.132  17.541   0.088    kait4
 2013dh  56476.26  19.109   0.227  18.281   0.210  17.910   0.150  17.560   0.127  17.849   0.086    kait4
 2013dh  56479.25  19.673   0.238  18.563   0.116  18.090   0.161  17.716   0.120  17.904   0.121    kait4
 2013dh  56480.25  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.074   0.212    kait4
 2013dh  56481.24  19.602   0.248  18.612   0.098  17.896   0.088  17.717   0.107  18.094   0.133    kait4
 2013dh  56483.24  19.505   0.269  18.974   0.178  18.230   0.146  17.872   0.145  18.167   0.245    kait4
 2013dh  56484.26  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.325   0.226    kait4
 2013dh  56485.23  19.500   0.260  19.110   0.208  18.468   0.192  17.907   0.255  18.204   0.187    kait4
 2013dh  56485.33  19.851   0.504  18.801   0.094  18.007   0.096  17.790   0.046  99.999  99.999  nickel2
 2013dh  56487.23  20.048   0.354  19.079   0.223  18.547   0.237  18.024   0.175  18.451   0.182    kait4
 2013dh  56489.26  19.870   0.227  18.916   0.143  18.372   0.128  17.925   0.119  18.326   0.173    kait4
 2013dh  56491.25  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.770   0.241    kait4
 2013dh  56492.32  20.043   0.331  19.283   0.593  18.258   0.105  18.040   0.095  99.999  99.999  nickel2
 2013dh  56493.22  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.711   0.306    kait4
 2013dh  56498.22  19.872   0.397  19.157   0.182  18.614   0.157  18.308   0.162  18.762   0.208    kait4
 2013dh  56500.27  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.217   0.280    kait4
 2013dh  56504.21  19.752   0.307  19.526   0.207  18.797   0.149  18.566   0.166  18.809   0.171    kait4
 2013dh  56506.21  19.781   0.271  19.528   0.224  18.791   0.183  18.500   0.151  18.973   0.150    kait4
 2013dh  56508.20  19.871   0.408  19.514   0.210  19.016   0.173  18.511   0.151  19.361   0.220    kait4
 2013dh  56510.22  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.507   0.288    kait4
 2013dh  56512.20  19.737   0.486  19.410   0.193  19.133   0.171  18.581   0.179  19.067   0.204    kait4
 2013dh  56514.21  19.516   0.609  19.574   0.299  19.064   0.229  18.714   0.208  19.454   0.260    kait4
 2013dh  56516.20  20.306   0.355  19.580   0.306  19.208   0.230  18.843   0.205  19.383   0.217    kait4
 2013dh  56518.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.409   0.405    kait4
 2013dh  56520.19  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.515   0.401    kait4
 2013dh  56523.24  20.546   0.568  20.016   0.319  19.084   0.153  18.889   0.150  99.999  99.999  nickel2
 2013dh  56527.21  20.196   0.481  19.929   0.389  19.007   0.580  99.999  99.999  99.999  99.999  nickel2
 2013dh  56528.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.759   0.532    kait4
 2013dh  56531.16  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.809   0.472    kait4
 2013dh  56533.18  19.952   0.481  19.701   0.307  19.244   0.355  18.914   0.267  19.633   0.341    kait4
 2013dh  56535.17  19.739   0.562  19.799   0.489  19.233   0.441  18.836   0.333  19.638   0.348    kait4
 2013dh  56535.18  20.552   0.278  19.974   0.168  19.237   0.232  19.291   0.615  99.999  99.999  nickel2
 2013dh  56539.18  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.984   0.625    kait4
 2013dh  56541.16  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.181   0.412    kait4
 2013dh  56548.17  20.648   0.749  19.961   0.263  19.462   0.270  19.593   0.444  99.999  99.999  nickel2
 2013dh  56563.14  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.422   0.709    kait4
 2013dr  56498.34  15.874   0.044  15.463   0.029  15.478   0.022  15.803   0.021  99.999  99.999  nickel2
 2013dr  56527.28  18.077   0.089  17.008   0.028  16.541   0.022  16.249   0.021  99.999  99.999  nickel2
 2013dr  56545.23  19.652   0.402  17.395   0.061  17.250   0.223  99.999  99.999  99.999  99.999  nickel2
 2013dr  56569.14  19.132   0.258  18.043   0.085  18.018   0.114  99.999  99.999  99.999  99.999  nickel2
 2013dr  56585.12  19.006   0.057  18.391   0.041  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013dy  56483.46  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.220   0.065    kait4
 2013dy  56484.43  16.692   0.019  16.426   0.016  16.190   0.014  16.031   0.017  16.093   0.020    kait4
 2013dy  56485.46  16.191   0.019  15.871   0.012  15.634   0.014  15.456   0.014  15.588   0.029    kait4
 2013dy  56486.43  15.737   0.038  15.401   0.009  15.218   0.014  15.030   0.016  15.107   0.005    kait4
 2013dy  56487.38  15.278   0.014  14.992   0.010  14.766   0.010  14.608   0.012  14.706   0.011    kait4
 2013dy  56488.40  14.865   0.014  14.607   0.012  14.376   0.012  14.221   0.012  14.278   0.011    kait4
 2013dy  56489.38  14.499   0.014  14.292   0.010  14.055   0.009  13.895   0.012  13.967   0.013    kait4
 2013dy  56490.44  14.191   0.011  13.972   0.007  13.750   0.008  13.633   0.009  13.674   0.009    kait4
 2013dy  56491.40  13.990   0.013  13.788   0.008  13.564   0.010  13.451   0.009  13.502   0.013    kait4
 2013dy  56492.39  13.821   0.016  13.619   0.009  13.393   0.010  13.289   0.012  13.309   0.010    kait4
 2013dy  56493.40  13.637   0.037  13.488   0.016  13.251   0.014  13.178   0.015  13.207   0.017    kait4
 2013dy  56494.41  13.563   0.017  13.360   0.009  13.151   0.010  13.073   0.009  13.076   0.015    kait4
 2013dy  56496.32  13.322   0.072  13.172   0.026  13.008   0.022  12.975   0.022  12.952   0.031    kait4
 2013dy  56497.41  13.303   0.012  13.106   0.008  12.960   0.006  12.946   0.008  12.861   0.012    kait4
 2013dy  56498.39  13.283   0.016  13.060   0.009  12.945   0.009  12.946   0.008  12.852   0.010    kait4
 2013dy  56499.38  13.274   0.060  13.044   0.036  12.936   0.037  13.022   0.027  12.846   0.024    kait4
 2013dy  56500.45  13.225   0.018  12.963   0.013  12.866   0.017  12.955   0.017  12.809   0.016    kait4
 2013dy  56501.40  13.241   0.014  13.004   0.010  12.879   0.009  12.998   0.012  12.808   0.014    kait4
 2013dy  56502.36  13.246   0.013  12.994   0.009  12.866   0.009  13.017   0.009  12.826   0.008    kait4
 2013dy  56503.30  13.328   0.013  13.031   0.010  12.866   0.009  13.042   0.010  12.875   0.013    kait4
 2013dy  56504.35  13.335   0.013  13.014   0.009  12.883   0.007  13.098   0.007  12.856   0.012    kait4
 2013dy  56505.34  13.373   0.013  13.033   0.008  12.908   0.005  13.141   0.006  12.898   0.005    kait4
 2013dy  56505.42  13.292   0.014  12.992   0.010  12.863   0.008  13.092   0.011  99.999  99.999  nickel2
 2013dy  56506.35  13.399   0.013  13.039   0.008  12.932   0.006  13.188   0.008  12.934   0.008    kait4
 2013dy  56507.21  13.408   0.008  13.066   0.006  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013dy  56507.33  13.456   0.018  13.098   0.011  12.987   0.014  13.236   0.011  12.967   0.012    kait4
 2013dy  56508.34  13.505   0.013  13.117   0.010  13.031   0.008  13.306   0.010  13.013   0.009    kait4
 2013dy  56509.34  13.558   0.014  13.170   0.014  13.093   0.009  13.378   0.011  13.088   0.015    kait4
 2013dy  56510.34  13.644   0.014  13.199   0.007  13.153   0.006  13.444   0.008  13.134   0.010    kait4
 2013dy  56511.19  13.603   0.016  13.195   0.009  13.162   0.009  13.432   0.012  99.999  99.999  nickel2
 2013dy  56511.32  13.731   0.015  13.259   0.007  13.233   0.005  13.515   0.008  13.210   0.006    kait4
 2013dy  56512.31  13.790   0.015  13.318   0.012  13.316   0.009  13.597   0.011  13.276   0.012    kait4
 2013dy  56513.32  13.910   0.014  13.382   0.010  13.388   0.006  13.652   0.009  13.356   0.010    kait4
 2013dy  56514.32  13.988   0.020  13.443   0.010  13.452   0.008  13.700   0.010  13.429   0.008    kait4
 2013dy  56515.36  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  13.514   0.010    kait4
 2013dy  56516.33  14.207   0.016  13.579   0.010  13.559   0.008  13.736   0.008  13.524   0.014    kait4
 2013dy  56517.32  14.336   0.017  13.630   0.011  13.583   0.008  13.730   0.009  13.571   0.008    kait4
 2013dy  56518.36  14.432   0.017  13.666   0.013  13.627   0.015  13.736   0.009  13.613   0.010    kait4
 2013dy  56519.31  14.539   0.018  13.742   0.012  13.651   0.007  13.721   0.008  13.654   0.008    kait4
 2013dy  56520.34  14.647   0.020  13.788   0.011  13.659   0.007  13.690   0.008  13.658   0.010    kait4
 2013dy  56521.41  14.992   0.190  13.815   0.033  13.620   0.047  13.690   0.055  13.714   0.026    kait4
 2013dy  56522.33  14.859   0.023  13.856   0.011  13.661   0.008  13.635   0.009  13.699   0.010    kait4
 2013dy  56523.26  14.957   0.025  13.897   0.012  13.693   0.010  13.609   0.009  13.749   0.013    kait4
 2013dy  56524.31  15.106   0.051  13.982   0.028  13.719   0.024  13.583   0.018  13.759   0.015    kait4
 2013dy  56525.29  15.150   0.055  14.025   0.021  13.698   0.019  13.566   0.018  99.999  99.999    kait4
 2013dy  56527.36  15.244   0.019  14.048   0.015  13.691   0.009  13.448   0.010  99.999  99.999  nickel2
 2013dy  56528.36  15.419   0.033  14.064   0.015  99.999  99.999  13.523   0.016  99.999  99.999    kait4
 2013dy  56529.34  15.488   0.028  14.113   0.015  13.756   0.014  13.517   0.014  13.813   0.018    kait4
 2013dy  56530.33  15.567   0.028  14.196   0.013  13.793   0.010  13.511   0.013  13.844   0.009    kait4
 2013dy  56531.32  15.658   0.030  14.215   0.016  13.799   0.011  13.483   0.015  13.874   0.013    kait4
 2013dy  56532.36  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  13.909   0.013    kait4
 2013dy  56533.30  15.802   0.029  14.348   0.015  13.903   0.011  13.519   0.016  13.972   0.016    kait4
 2013dy  56534.31  15.854   0.030  14.375   0.014  13.929   0.011  13.526   0.015  13.990   0.012    kait4
 2013dy  56535.28  15.896   0.030  14.434   0.014  13.983   0.010  13.550   0.014  14.022   0.007    kait4
 2013dy  56535.38  15.835   0.021  14.431   0.017  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013dy  56536.26  15.981   0.030  14.498   0.015  14.056   0.010  13.588   0.015  14.085   0.013    kait4
 2013dy  56539.28  16.131   0.030  14.661   0.014  14.214   0.011  13.780   0.014  14.258   0.011    kait4
 2013dy  56540.28  16.204   0.064  14.702   0.034  14.297   0.032  13.858   0.024  14.328   0.037    kait4
 2013dy  56541.26  16.164   0.032  14.744   0.015  14.342   0.010  13.916   0.014  14.372   0.009    kait4
 2013dy  56542.28  16.204   0.029  14.791   0.014  14.395   0.009  13.980   0.014  14.421   0.011    kait4
 2013dy  56543.26  16.248   0.031  14.836   0.015  14.458   0.010  14.040   0.014  14.493   0.012    kait4
 2013dy  56544.24  16.297   0.031  14.888   0.015  14.501   0.011  14.100   0.014  14.536   0.012    kait4
 2013dy  56545.26  16.264   0.032  14.918   0.016  14.550   0.012  14.174   0.014  14.589   0.010    kait4
 2013dy  56545.41  16.212   0.024  14.939   0.017  14.535   0.011  14.130   0.012  99.999  99.999  nickel2
 2013dy  56546.26  16.314   0.032  14.955   0.015  14.583   0.011  14.219   0.014  14.628   0.015    kait4
 2013dy  56547.26  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.668   0.024    kait4
 2013dy  56548.24  16.319   0.030  15.026   0.015  14.670   0.011  14.322   0.014  14.702   0.015    kait4
 2013dy  56548.35  16.265   0.018  15.031   0.015  14.628   0.012  14.265   0.012  99.999  99.999  nickel2
 2013dy  56549.28  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.738   0.016    kait4
 2013dy  56550.28  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.778   0.021    kait4
 2013dy  56551.26  16.401   0.031  15.124   0.016  14.768   0.012  14.489   0.014  14.840   0.012    kait4
 2013dy  56552.20  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.856   0.016    kait4
 2013dy  56552.31  16.346   0.050  15.170   0.024  99.999  99.999  14.454   0.022  99.999  99.999  nickel2
 2013dy  56553.24  16.404   0.043  15.163   0.018  14.852   0.014  14.581   0.017  14.910   0.013    kait4
 2013dy  56555.27  16.424   0.041  15.221   0.016  14.895   0.011  14.670   0.016  14.958   0.019    kait4
 2013dy  56556.31  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.025   0.017    kait4
 2013dy  56558.23  16.468   0.032  15.292   0.014  14.997   0.011  14.797   0.013  15.063   0.018    kait4
 2013dy  56559.20  16.433   0.021  15.346   0.016  15.039   0.017  14.789   0.012  99.999  99.999  nickel2
 2013dy  56559.25  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.113   0.024    kait4
 2013dy  56561.23  16.479   0.033  15.361   0.014  15.100   0.011  14.945   0.014  15.189   0.019    kait4
 2013dy  56562.23  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.217   0.017    kait4
 2013dy  56562.30  16.476   0.021  15.453   0.017  15.121   0.014  14.945   0.015  99.999  99.999  nickel2
 2013dy  56563.22  16.535   0.027  15.418   0.014  15.155   0.012  15.029   0.012  15.248   0.018    kait4
 2013dy  56564.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.274   0.025    kait4
 2013dy  56565.22  16.568   0.029  15.496   0.027  15.228   0.025  15.118   0.031  15.318   0.017    kait4
 2013dy  56567.23  16.596   0.036  15.578   0.019  15.287   0.020  15.226   0.023  15.375   0.022    kait4
 2013dy  56568.23  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.418   0.025    kait4
 2013dy  56569.19  16.566   0.043  15.609   0.027  15.359   0.023  15.291   0.025  15.450   0.035    kait4
 2013dy  56569.36  16.559   0.120  15.638   0.042  15.353   0.049  15.241   0.029  99.999  99.999  nickel2
 2013dy  56570.23  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.482   0.025    kait4
 2013dy  56571.20  16.625   0.030  15.655   0.015  15.422   0.014  15.390   0.016  15.509   0.018    kait4
 2013dy  56572.23  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.586   0.031    kait4
 2013dy  56573.20  16.634   0.036  15.686   0.015  15.483   0.015  15.494   0.021  15.559   0.019    kait4
 2013dy  56573.30  16.635   0.017  15.722   0.012  15.471   0.021  15.413   0.020  99.999  99.999  nickel2
 2013dy  56574.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.614   0.039    kait4
 2013dy  56576.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.659   0.022    kait4
 2013dy  56577.20  16.688   0.030  15.817   0.015  15.599   0.014  15.655   0.016  15.678   0.023    kait4
 2013dy  56578.17  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.736   0.041    kait4
 2013dy  56578.23  16.709   0.025  15.810   0.022  15.623   0.028  15.574   0.028  99.999  99.999  nickel2
 2013dy  56579.18  16.696   0.040  15.873   0.034  15.656   0.028  15.734   0.034  15.743   0.020    kait4
 2013dy  56580.20  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.769   0.032    kait4
 2013dy  56581.19  16.720   0.047  15.910   0.022  15.733   0.019  15.800   0.031  15.790   0.025    kait4
 2013dy  56581.22  16.763   0.020  15.921   0.015  15.707   0.012  15.718   0.012  99.999  99.999  nickel2
 2013dy  56582.23  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.832   0.037    kait4
 2013dy  56583.19  16.761   0.051  15.937   0.019  15.770   0.019  15.857   0.024  15.845   0.020    kait4
 2013dy  56584.25  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.893   0.034    kait4
 2013dy  56585.19  16.793   0.043  16.000   0.018  15.858   0.017  15.967   0.023  15.912   0.019    kait4
 2013dy  56585.23  16.809   0.021  16.019   0.014  15.837   0.013  15.860   0.014  99.999  99.999  nickel2
 2013dy  56586.23  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.920   0.035    kait4
 2013dy  56587.18  16.865   0.033  16.086   0.028  15.927   0.018  16.055   0.025  15.980   0.025    kait4
 2013dy  56588.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.998   0.041    kait4
 2013dy  56589.13  16.874   0.020  16.110   0.022  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013dy  56589.18  16.881   0.031  16.085   0.018  15.955   0.016  16.118   0.022  16.046   0.038    kait4
 2013dy  56590.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.072   0.031    kait4
 2013dy  56592.16  16.883   0.030  16.181   0.017  16.044   0.016  16.230   0.020  16.114   0.048    kait4
 2013dy  56596.19  16.972   0.039  16.248   0.023  16.166   0.027  16.346   0.036  16.191   0.045    kait4
 2013dy  56597.16  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.232   0.041    kait4
 2013dy  56598.14  17.001   0.031  16.308   0.018  16.226   0.018  16.460   0.025  16.254   0.035    kait4
 2013dy  56599.15  17.053   0.026  16.358   0.018  16.270   0.016  16.357   0.025  99.999  99.999  nickel2
 2013dy  56599.16  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.295   0.029    kait4
 2013dy  56600.14  16.960   0.104  16.433   0.078  16.188   0.086  16.646   0.212  16.287   0.061    kait4
 2013dy  56601.13  17.078   0.025  16.411   0.014  16.321   0.011  16.412   0.023  99.999  99.999  nickel2
 2013dy  56601.17  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.342   0.030    kait4
 2013dy  56602.13  17.042   0.029  16.423   0.019  16.351   0.019  16.560   0.027  16.363   0.050    kait4
 2013dy  56604.13  17.078   0.031  16.468   0.020  16.391   0.024  16.637   0.036  16.402   0.026    kait4
 2013dy  56605.15  17.145   0.017  16.481   0.013  16.423   0.014  16.545   0.019  99.999  99.999  nickel2
 2013dy  56606.14  17.091   0.044  16.496   0.023  16.427   0.028  16.675   0.038  16.472   0.036    kait4
 2013dy  56607.15  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.476   0.098    kait4
 2013dy  56609.12  17.168   0.049  16.572   0.029  16.546   0.042  16.749   0.046  16.513   0.055    kait4
 2013dy  56609.16  17.228   0.017  16.572   0.014  16.551   0.013  16.676   0.021  99.999  99.999  nickel2
 2013dy  56612.15  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.623   0.061    kait4
 2013dy  56614.14  17.179   0.072  16.702   0.053  16.701   0.052  16.846   0.079  16.607   0.043    kait4
 2013dy  56618.09  17.251   0.060  16.758   0.039  16.794   0.054  17.030   0.085  16.745   0.092    kait4
 2013dy  56619.13  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.807   0.135    kait4
 2013dy  56621.15  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.772   0.062    kait4
 2013dy  56622.20  17.409   0.020  16.838   0.015  99.999  99.999  17.011   0.019  99.999  99.999  nickel2
 2013dy  56623.13  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.692   0.283    kait4
 2013dy  56625.14  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.917   0.045    kait4
 2013dy  56627.11  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.949   0.069    kait4
 2013dy  56629.12  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.998   0.091    kait4
 2013dy  56631.18  17.585   0.026  17.013   0.034  17.169   0.037  17.270   0.075  99.999  99.999  nickel2
 2013dy  56635.18  17.619   0.038  17.063   0.033  17.277   0.071  17.323   0.089  99.999  99.999  nickel2
 2013dy  56636.11  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.243   0.152    kait4
 2013dy  56640.09  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.256   0.096    kait4
 2013dy  56642.13  17.759   0.057  17.227   0.039  17.594   0.136  17.500   0.118  99.999  99.999  nickel2
 2013dy  56643.10  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.187   0.105    kait4
 2013dy  56644.11  17.370   0.475  17.326   0.124  17.506   0.114  17.687   0.218  17.404   0.104    kait4
 2013dy  56647.09  17.737   0.107  17.353   0.097  17.559   0.113  17.707   0.217  17.290   0.178    kait4
