# Full, machine-readable Table 2 from Stahl et al. 2019
# Photometry of 93 SNe Ia
#
# NULL values are denoted by 99.999
#
# ---------------------------------------------------------------------------------------------------------
SN       MJD       B      EB       V      EV       R      ER       I      EI   CLEAR  ECLEAR   system
2017dws  57933.31  22.270   0.360  21.176   0.375  20.734   0.187  20.411   0.242  99.999  99.999  nickel2
2017dws  57934.30  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.220   0.314    kait4
2017dws  57941.29  21.397   0.621  21.535   0.543  20.995   0.535  99.999  99.999  99.999  99.999  nickel2
2017dws  57944.31  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.288   0.729    kait4
2017dws  57947.25  21.630   0.471  20.840   0.428  21.268   0.568  20.945   0.620  99.999  99.999  nickel2
2017dws  57953.29  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.443   0.503    kait4
2017dws  57958.27  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.318   0.418    kait4
2017dws  57959.23  21.485   0.355  21.621   0.481  21.166   0.536  99.999  99.999  99.999  99.999  nickel2
2017dws  57959.27  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.643   0.393    kait4
2017dws  57961.26  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.296   0.618    kait4
2017dws  57974.23  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.636   0.663    kait4
2017dws  57975.22  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.923   0.999    kait4
2017dws  57978.22  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.528   0.433    kait4
2017dws  57983.22  21.009   0.331  21.402   0.482  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
2017dws  57994.18  21.890   0.537  21.418   0.555  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
2017dws  58009.15  21.800   0.616  21.570   0.488  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
2017erp  57919.30  16.750   0.022  16.087   0.012  15.982   0.016  16.065   0.027  15.967   0.021    kait4
2017erp  57920.36  16.328   0.027  15.688   0.016  15.564   0.019  15.661   0.030  15.558   0.021    kait4
2017erp  57922.35  15.430   0.018  15.030   0.011  14.877   0.013  15.005   0.022  14.865   0.017    kait4
2017erp  57924.28  14.704   0.012  14.516   0.008  14.343   0.008  14.390   0.011  99.999  99.999  nickel2
2017erp  57924.33  14.796   0.013  14.528   0.008  14.368   0.009  14.471   0.012  14.323   0.011    kait4
2017erp  57925.27  14.470   0.012  14.315   0.008  14.143   0.008  14.181   0.011  99.999  99.999  nickel2
2017erp  57926.32  14.326   0.013  14.150   0.008  13.971   0.009  14.048   0.012  13.952   0.011    kait4
2017erp  57927.32  14.185   0.012  14.008   0.007  13.843   0.009  13.920   0.011  13.801   0.015    kait4
2017erp  57928.31  14.020   0.012  13.919   0.007  13.713   0.009  13.774   0.010  99.999  99.999  nickel2
2017erp  57929.24  13.953   0.011  13.833   0.009  13.648   0.015  13.745   0.013  13.593   0.014    kait4
2017erp  57930.24  13.864   0.011  13.749   0.012  13.591   0.012  13.709   0.012  13.516   0.015    kait4
2017erp  57932.28  13.763   0.010  13.674   0.009  13.516   0.010  13.702   0.013  13.451   0.020    kait4
2017erp  57933.25  13.681   0.012  13.605   0.007  13.439   0.008  13.630   0.010  99.999  99.999  nickel2
2017erp  57933.30  13.737   0.010  13.625   0.007  13.497   0.009  13.713   0.012  13.442   0.010    kait4
2017erp  57936.30  13.750   0.013  13.579   0.008  13.451   0.008  13.762   0.010  13.460   0.010    kait4
2017erp  57937.29  13.759   0.018  13.566   0.011  13.415   0.010  13.763   0.012  13.435   0.012    kait4
2017erp  57939.29  13.895   0.030  13.603   0.023  13.433   0.028  99.999  99.999  99.999  99.999    kait4
2017erp  57940.28  13.905   0.023  13.587   0.014  13.502   0.016  13.876   0.033  13.544   0.016    kait4
2017erp  57941.25  13.959   0.016  13.635   0.008  13.552   0.009  13.898   0.011  13.552   0.009    kait4
2017erp  57941.27  13.947   0.015  13.619   0.009  13.503   0.009  13.812   0.011  99.999  99.999  nickel2
2017erp  57942.24  14.044   0.017  13.661   0.010  13.603   0.009  13.962   0.013  13.612   0.012    kait4
2017erp  57943.26  14.121   0.022  13.717   0.012  13.662   0.010  13.996   0.013  13.683   0.009    kait4
2017erp  57944.26  14.193   0.017  13.750   0.011  13.740   0.011  14.088   0.013  13.746   0.009    kait4
2017erp  57946.26  14.434   0.016  13.871   0.009  13.887   0.010  14.199   0.013  13.878   0.011    kait4
2017erp  57947.23  14.478   0.031  13.866   0.023  13.919   0.008  14.089   0.011  99.999  99.999  nickel2
2017erp  57947.26  14.529   0.015  13.941   0.009  13.977   0.009  14.199   0.012  13.936   0.011    kait4
2017erp  57948.26  14.641   0.016  13.985   0.010  14.001   0.009  14.205   0.014  13.979   0.010    kait4
2017erp  57949.26  14.776   0.017  14.069   0.010  14.059   0.009  14.216   0.011  14.032   0.014    kait4
2017erp  57950.24  14.905   0.017  14.129   0.009  14.082   0.008  14.188   0.012  14.075   0.011    kait4
2017erp  57951.24  15.011   0.020  14.178   0.011  14.101   0.009  14.171   0.011  14.115   0.009    kait4
2017erp  57952.26  15.122   0.020  14.240   0.011  14.120   0.009  14.172   0.011  14.146   0.012    kait4
2017erp  57953.26  15.218   0.020  14.302   0.010  14.132   0.010  14.154   0.011  14.172   0.012    kait4
2017erp  57954.26  15.348   0.023  14.334   0.012  14.155   0.009  14.127   0.013  14.196   0.042    kait4
2017erp  57955.26  15.432   0.022  14.388   0.012  14.175   0.010  14.113   0.012  14.226   0.010    kait4
2017erp  57956.21  15.504   0.018  14.411   0.015  14.144   0.010  14.009   0.012  99.999  99.999  nickel2
2017erp  57956.26  15.537   0.023  14.420   0.012  14.181   0.009  14.105   0.011  14.236   0.012    kait4
2017erp  57957.26  15.634   0.025  14.472   0.012  14.197   0.010  14.080   0.012  14.279   0.014    kait4
2017erp  57958.26  15.753   0.026  14.520   0.013  14.219   0.010  14.065   0.013  14.267   0.040    kait4
2017erp  57959.21  15.791   0.021  14.538   0.016  14.195   0.016  99.999  99.999  99.999  99.999  nickel2
2017erp  57959.25  15.810   0.027  14.580   0.013  14.236   0.011  14.064   0.015  14.302   0.011    kait4
2017erp  57960.25  15.900   0.024  14.615   0.014  14.247   0.012  14.058   0.016  14.332   0.011    kait4
2017erp  57961.25  16.013   0.025  14.647   0.014  14.267   0.011  14.029   0.013  14.344   0.013    kait4
2017erp  57962.18  16.061   0.033  14.685   0.016  14.301   0.013  14.048   0.016  14.371   0.023    kait4
2017erp  57963.18  16.131   0.034  14.742   0.017  14.332   0.014  14.040   0.017  14.402   0.021    kait4
2017erp  57964.22  16.256   0.032  14.813   0.015  14.392   0.013  14.055   0.016  14.469   0.014    kait4
2017erp  57965.21  16.245   0.044  14.878   0.021  14.443   0.020  14.125   0.023  14.464   0.024    kait4
2017erp  57966.22  16.362   0.072  14.967   0.023  14.498   0.018  14.057   0.032  14.557   0.020    kait4
2017erp  57967.22  16.464   0.066  15.001   0.031  14.570   0.028  14.143   0.032  14.553   0.033    kait4
2017erp  57970.22  16.588   0.063  15.173   0.023  14.763   0.018  14.319   0.019  14.773   0.018    kait4
2017erp  57971.22  16.603   0.050  15.248   0.019  14.830   0.015  14.416   0.018  14.856   0.018    kait4
2017erp  57972.22  16.684   0.060  15.283   0.020  14.896   0.016  14.490   0.019  14.907   0.017    kait4
2017erp  57973.20  16.722   0.052  15.331   0.018  14.944   0.015  14.539   0.019  14.963   0.017    kait4
2017erp  57974.21  16.775   0.057  15.392   0.023  15.004   0.019  14.632   0.023  15.006   0.016    kait4
2017erp  57975.21  16.727   0.045  15.403   0.018  15.054   0.016  14.673   0.020  15.066   0.018    kait4
2017erp  57976.21  16.835   0.046  15.448   0.018  15.092   0.016  14.739   0.021  15.128   0.017    kait4
2017erp  57977.20  16.866   0.041  15.482   0.019  15.122   0.016  14.813   0.020  15.160   0.018    kait4
2017erp  57982.18  16.979   0.051  15.652   0.021  15.320   0.017  15.054   0.021  15.365   0.020    kait4
2017erp  57983.16  17.031   0.085  15.671   0.053  15.333   0.020  15.094   0.022  15.404   0.020    kait4
2017erp  57983.20  16.902   0.017  15.674   0.020  15.301   0.015  99.999  99.999  99.999  99.999  nickel2
2017erp  57984.16  17.069   0.089  15.679   0.023  15.373   0.018  15.118   0.023  15.463   0.023    kait4
2017erp  57985.16  17.006   0.086  15.743   0.024  15.410   0.020  15.192   0.025  15.456   0.020    kait4
2017erp  57988.18  17.000   0.048  15.774   0.023  15.492   0.021  15.303   0.023  15.565   0.025    kait4
2017erp  57992.16  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.676   0.215    kait4
2017fgc  57959.49  13.793   0.034  13.596   0.030  13.522   0.020  13.889   0.031  99.999  99.999  nickel2
2017fgc  57960.49  13.819   0.065  13.548   0.036  13.566   0.048  14.038   0.055  13.609   0.054    kait4
2017fgc  57961.49  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  13.589   0.051    kait4
2017fgc  57962.48  13.923   0.047  13.527   0.036  13.629   0.061  14.085   0.062  13.619   0.136    kait4
2017fgc  57963.48  13.960   0.068  13.505   0.050  13.672   0.447  14.176   0.055  13.727   0.079    kait4
2017fgc  57964.49  14.049   0.058  13.646   0.063  13.663   0.069  14.173   0.048  13.710   0.065    kait4
2017fgc  57965.51  14.442   0.104  13.518   0.095  13.615   0.153  14.122   0.120  13.721   0.070    kait4
2017fgc  57966.50  14.417   0.087  13.595   0.054  13.836   0.045  14.305   0.069  13.745   0.051    kait4
2017fgc  57970.48  14.475   0.067  13.878   0.039  14.003   0.050  14.476   0.074  14.076   0.071    kait4
2017fgc  57972.49  14.948   0.104  14.024   0.080  14.222   0.047  14.639   0.061  14.212   0.057    kait4
2017fgc  57973.45  15.002   0.117  13.949   0.062  14.268   0.063  14.631   0.073  14.180   0.090    kait4
2017fgc  57974.50  14.873   0.128  14.140   0.052  14.246   0.056  14.634   0.059  14.262   0.088    kait4
2017fgc  57975.47  14.963   0.264  14.209   0.079  14.276   0.065  14.634   0.073  14.337   0.093    kait4
2017fgc  57975.50  14.991   0.045  14.166   0.035  14.176   0.033  14.455   0.036  99.999  99.999  nickel2
2017fgc  57979.52  15.680   0.132  14.282   0.101  14.235   0.068  14.305   0.091  14.392   0.055    kait4
2017fgc  57980.52  15.688   0.131  14.346   0.064  14.282   0.051  14.268   0.081  14.328   0.057    kait4
2017fgc  57981.52  15.660   0.174  14.361   0.053  14.228   0.051  14.324   0.065  14.308   0.047    kait4
2017fgc  57982.53  16.098   0.205  14.399   0.134  14.326   0.100  99.999  99.999  14.193   0.118    kait4
2017fgc  57987.53  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.467   0.081    kait4
2017fgc  57990.53  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.714   0.094    kait4
2017fgc  57993.53  16.493   0.171  14.984   0.091  14.737   0.059  14.617   0.060  14.816   0.053    kait4
2017fgc  57995.53  16.755   0.222  15.195   0.104  14.839   0.091  14.622   0.097  15.024   0.063    kait4
2017fgc  57996.54  16.691   0.276  15.074   0.127  14.936   0.102  14.733   0.122  15.105   0.062    kait4
2017fgc  57998.50  16.851   0.104  15.293   0.063  14.957   0.053  14.777   0.060  15.098   0.058    kait4
2017fgc  58002.34  17.062   0.302  15.608   0.124  15.184   0.116  14.958   0.120  99.999  99.999    kait4
2017fgc  58003.37  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.248   0.129    kait4
2017fgc  58009.53  16.906   0.139  15.587   0.071  15.369   0.048  15.278   0.056  15.490   0.052    kait4
2017fgc  58010.52  16.873   0.103  15.567   0.101  15.297   0.067  15.301   0.067  15.555   0.044    kait4
2017fgc  58012.51  16.748   0.106  15.808   0.062  15.485   0.048  15.475   0.049  15.650   0.053    kait4
2017fgc  58013.50  16.711   0.065  15.753   0.045  15.522   0.054  15.552   0.053  15.632   0.059    kait4
2017fgc  58014.50  16.873   0.068  15.721   0.050  15.579   0.039  15.589   0.043  15.664   0.048    kait4
2017fgc  58016.43  16.752   0.048  15.853   0.058  15.473   0.043  15.525   0.029  99.999  99.999  nickel2
2017fgc  58016.48  16.888   0.093  15.920   0.045  15.641   0.042  15.662   0.046  15.713   0.050    kait4
2017fgc  58018.51  16.855   0.092  15.880   0.060  15.729   0.048  15.714   0.053  15.788   0.045    kait4
2017fgc  58019.49  16.991   0.090  15.828   0.051  15.721   0.040  15.725   0.052  15.825   0.043    kait4
2017fgc  58020.51  16.981   0.094  15.908   0.057  15.762   0.049  15.809   0.060  15.858   0.048    kait4
2017fgc  58022.49  16.786   0.091  15.996   0.053  15.743   0.047  15.874   0.059  15.917   0.046    kait4
2017fgc  58023.47  16.976   0.069  15.983   0.048  15.819   0.045  15.896   0.055  15.925   0.050    kait4
2017fgc  58024.46  16.898   0.078  16.020   0.047  15.849   0.045  15.933   0.054  15.970   0.048    kait4
2017fgc  58025.46  17.039   0.067  16.071   0.065  15.872   0.075  99.999  99.999  15.988   0.049    kait4
2017fgc  58026.47  17.040   0.075  16.030   0.047  15.934   0.034  16.085   0.044  99.999  99.999    kait4
2017fgc  58027.49  17.140   0.135  15.926   0.120  15.849   0.075  15.943   0.083  16.052   0.032    kait4
2017fgc  58028.41  16.933   0.117  16.009   0.067  15.988   0.048  16.186   0.055  16.051   0.042    kait4
2017fgc  58029.36  16.937   0.109  16.195   0.061  15.946   0.048  16.151   0.060  16.095   0.052    kait4
2017fgc  58030.31  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.186   0.059    kait4
2017fgc  58034.40  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.140   0.044    kait4
2017fgc  58036.46  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.297   0.685    kait4
2017fgc  58037.46  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.399   0.033    kait4
2017fgc  58038.43  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.355   0.040    kait4
2017fgc  58040.39  16.995   0.121  16.452   0.038  16.338   0.035  16.571   0.049  16.404   0.043    kait4
2017fgc  58042.45  16.686   0.262  16.394   0.077  16.394   0.040  16.646   0.046  16.436   0.025    kait4
2017fgc  58043.37  17.129   0.069  16.474   0.029  16.373   0.040  16.559   0.037  99.999  99.999  nickel2
2017fgc  58043.44  17.080   0.087  16.424   0.062  16.498   0.045  16.750   0.054  16.454   0.031    kait4
2017fgc  58044.44  17.113   0.241  16.715   0.163  16.453   0.092  16.687   0.102  99.999  99.999    kait4
2017fgc  58045.42  16.979   0.069  16.617   0.033  16.529   0.028  16.719   0.053  16.521   0.027    kait4
2017fgc  58047.43  17.191   0.119  16.675   0.063  16.472   0.058  16.811   0.197  16.592   0.038    kait4
2017fgc  58048.41  17.057   0.107  16.571   0.052  16.568   0.053  16.796   0.060  16.613   0.028    kait4
2017fgc  58050.41  17.052   0.088  16.580   0.049  16.623   0.041  16.866   0.058  16.641   0.031    kait4
2017fgc  58051.42  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.651   0.030    kait4
2017fgc  58052.42  17.025   0.175  16.669   0.047  16.680   0.040  16.902   0.053  16.652   0.029    kait4
2017fgc  58054.41  17.236   0.938  16.782   0.085  16.763   0.041  16.953   0.048  99.999  99.999  nickel2
2017fgc  58055.40  17.064   0.062  16.748   0.036  16.806   0.031  17.120   0.051  16.716   0.031    kait4
2017fgc  58056.37  17.073   0.078  16.782   0.043  16.807   0.032  17.157   0.070  16.787   0.043    kait4
2017fgc  58064.39  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.976   0.068    kait4
2017fgc  58067.38  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.959   0.058    kait4
2017fgc  58068.37  17.302   0.090  17.090   0.045  17.143   0.041  17.438   0.076  17.066   0.035    kait4
2017fgc  58069.37  17.384   0.077  17.147   0.046  17.325   0.046  17.660   0.120  17.093   0.043    kait4
2017fgc  58070.35  17.351   0.079  17.023   0.044  17.203   0.039  17.650   0.072  17.084   0.038    kait4
2017fgc  58078.32  17.592   0.047  17.263   0.035  17.404   0.040  17.632   0.051  99.999  99.999  nickel2
2017fgc  58079.32  17.425   0.076  17.158   0.049  17.422   0.049  17.763   0.086  17.241   0.047    kait4
2017fgc  58080.32  17.869   0.233  17.225   0.113  17.447   0.114  17.561   0.186  17.218   0.068    kait4
2017fgc  58093.29  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.596   0.058    kait4
2017fgc  58096.27  17.773   0.113  17.706   0.076  18.048   0.139  99.999  99.999  17.604   0.092    kait4
2017fgc  58097.29  17.901   0.069  17.698   0.046  18.019   0.054  18.251   0.101  17.684   0.032    kait4
2017fgc  58097.29  17.895   0.035  17.607   0.034  17.962   0.048  18.093   0.067  99.999  99.999  nickel2
2017fgc  58098.24  17.806   0.070  17.543   0.065  17.980   0.067  18.281   0.163  17.638   0.085    kait4
2017fgc  58099.23  17.681   0.077  17.622   0.050  17.988   0.057  18.265   0.109  17.656   0.046    kait4
2017fgc  58100.18  17.875   0.070  17.627   0.043  18.079   0.061  18.357   0.140  17.684   0.068    kait4
2017fgc  58102.20  17.913   0.075  17.723   0.041  18.114   0.058  18.265   0.105  17.747   0.085    kait4
2017fgc  58104.18  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.867   0.498    kait4
2017fgc  58105.19  17.636   0.202  17.672   0.096  18.065   0.131  99.999  99.999  17.784   0.075    kait4
2017fgc  58106.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.821   0.146    kait4
2017fgc  58109.22  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.869   0.185    kait4
2017fgc  58118.18  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.127   0.436    kait4
2017fgc  58125.13  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.206   0.105    kait4
2017fgc  58130.14  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.271   0.108    kait4
2017fgc  58132.10  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.280   0.074    kait4
2017fgc  58134.11  18.157   0.170  18.353   0.123  99.999  99.999  18.433   0.336  99.999  99.999    kait4
2017fgc  58136.10  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.341   0.135    kait4
2017fgc  58146.14  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.629   0.169    kait4
2017fgc  58150.11  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.427   0.169    kait4
2017fgc  58154.12  18.444   0.116  18.660   0.182  19.690   0.315  19.112   0.242  18.634   0.076    kait4
2017fgc  58162.12  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.802   0.128    kait4
2017fgc  58164.12  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.746   0.136    kait4
2017glx  57993.30  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.753   0.321    kait4
2017glx  57994.28  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.142   0.200    kait4
2017glx  57995.26  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.978   0.216    kait4
2017glx  57996.27  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.186   0.096    kait4
2017glx  57997.28  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.627   0.063    kait4
2017glx  57998.28  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.792   0.080    kait4
2017glx  57999.28  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.593   0.319    kait4
2017glx  58000.27  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.252   0.066    kait4
2017glx  58001.25  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.839   0.050    kait4
2017glx  58002.27  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.718   0.029    kait4
2017glx  58003.30  14.843   0.021  14.821   0.016  14.793   0.022  14.864   0.043  14.663   0.023    kait4
2017glx  58004.28  14.769   0.012  14.720   0.011  14.648   0.019  14.731   0.028  99.999  99.999  nickel2
2017glx  58004.28  14.788   0.016  14.745   0.015  14.728   0.022  14.871   0.037  14.557   0.028    kait4
2017glx  58005.27  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.467   0.035    kait4
2017glx  58006.30  14.674   0.016  14.660   0.013  14.670   0.019  14.804   0.041  14.471   0.019    kait4
2017glx  58007.23  14.646   0.014  14.547   0.016  14.511   0.023  99.999  99.999  99.999  99.999  nickel2
2017glx  58009.25  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.439   0.030    kait4
2017glx  58009.26  14.662   0.010  14.580   0.009  14.456   0.016  14.688   0.025  99.999  99.999  nickel2
2017glx  58010.25  14.732   0.014  14.595   0.011  14.486   0.016  14.839   0.040  14.400   0.032    kait4
2017glx  58011.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.432   0.029    kait4
2017glx  58012.26  14.749   0.014  14.623   0.016  14.469   0.017  14.851   0.052  14.417   0.022    kait4
2017glx  58013.23  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.450   0.025    kait4
2017glx  58014.25  14.791   0.015  14.612   0.014  14.531   0.019  14.908   0.038  14.446   0.022    kait4
2017glx  58015.22  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.578   0.043    kait4
2017glx  58016.24  14.885   0.012  14.646   0.011  14.617   0.018  14.986   0.033  14.510   0.028    kait4
2017glx  58016.29  14.840   0.012  14.613   0.010  14.508   0.017  14.897   0.032  99.999  99.999  nickel2
2017glx  58018.27  15.139   0.020  14.727   0.015  14.726   0.021  99.999  99.999  14.696   0.027    kait4
2017glx  58019.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.718   0.037    kait4
2017glx  58020.26  15.193   0.015  14.796   0.013  14.862   0.020  15.306   0.039  14.809   0.045    kait4
2017glx  58021.25  15.286   0.016  14.868   0.017  14.990   0.027  99.999  99.999  14.885   0.029    kait4
2017glx  58022.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.926   0.044    kait4
2017glx  58023.22  15.480   0.018  14.990   0.015  15.070   0.038  99.999  99.999  15.093   0.046    kait4
2017glx  58025.23  15.725   0.025  15.106   0.024  15.204   0.037  99.999  99.999  15.060   0.043    kait4
2017glx  58026.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.117   0.048    kait4
2017glx  58027.22  15.885   0.019  15.184   0.020  15.132   0.027  15.202   0.038  99.999  99.999  nickel2
2017glx  58027.23  15.906   0.029  15.255   0.046  15.193   0.094  99.999  99.999  15.120   0.033    kait4
2017glx  58028.19  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.126   0.055    kait4
2017glx  58029.24  16.177   0.033  15.277   0.020  15.211   0.029  15.317   0.058  15.190   0.032    kait4
2017glx  58030.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.209   0.045    kait4
2017glx  58031.23  16.460   0.055  15.328   0.027  15.163   0.057  15.393   0.098  15.262   0.042    kait4
2017glx  58032.20  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.257   0.051    kait4
2017glx  58033.22  16.556   0.040  15.439   0.022  15.206   0.036  15.197   0.043  15.311   0.035    kait4
2017glx  58034.19  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.315   0.046    kait4
2017glx  58035.20  16.774   0.064  15.578   0.041  99.999  99.999  99.999  99.999  15.349   0.058    kait4
2017glx  58036.17  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.346   0.066    kait4
2017glx  58036.20  16.789   0.038  15.586   0.031  15.173   0.033  14.966   0.035  99.999  99.999  nickel2
2017glx  58037.21  17.135   0.192  15.611   0.029  15.283   0.032  99.999  99.999  15.375   0.058    kait4
2017glx  58038.16  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.394   0.067    kait4
2017glx  58040.16  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.512   0.064    kait4
2017glx  58042.12  17.518   0.087  15.918   0.030  15.556   0.036  99.999  99.999  15.620   0.043    kait4
2017glx  58043.14  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.682   0.060    kait4
2017glx  58043.20  17.289   0.052  16.016   0.038  15.553   0.041  15.208   0.039  99.999  99.999  nickel2
2017glx  58044.11  17.793   0.106  16.072   0.058  15.715   0.042  15.360   0.059  15.806   0.069    kait4
2017glx  58045.15  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.805   0.083    kait4
2017glx  58048.13  17.708   0.068  16.442   0.049  15.824   0.074  15.985   0.115  15.945   0.052    kait4
2017glx  58049.12  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.019   0.085    kait4
2017glx  58050.13  18.030   0.116  16.472   0.081  16.052   0.079  16.035   0.113  16.078   0.078    kait4
2017glx  58052.12  17.720   0.069  16.488   0.045  16.048   0.050  15.833   0.093  16.210   0.055    kait4
2017glx  58052.19  17.634   0.065  16.459   0.051  16.061   0.058  15.792   0.062  99.999  99.999  nickel2
2017glx  58053.12  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.245   0.106    kait4
2017glx  58054.12  18.011   0.180  16.469   0.046  16.260   0.067  16.246   0.108  16.229   0.072    kait4
2017glx  58054.18  17.659   0.071  16.545   0.056  16.112   0.060  15.916   0.066  99.999  99.999  nickel2
2017glx  58055.12  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.418   0.097    kait4
2017glx  58056.12  17.861   0.074  16.505   0.045  16.204   0.055  16.193   0.127  16.367   0.076    kait4
2017glx  58058.12  17.915   0.113  16.629   0.055  16.374   0.074  16.270   0.119  16.413   0.082    kait4
2017glx  58059.09  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.403   0.118    kait4
2017glx  58063.11  18.012   0.087  16.741   0.056  16.469   0.070  99.999  99.999  16.531   0.081    kait4
2017glx  58065.11  18.079   0.105  16.916   0.067  16.567   0.090  16.692   0.149  16.737   0.159    kait4
2017glx  58069.11  18.086   0.103  17.101   0.066  17.158   0.186  99.999  99.999  16.858   0.111    kait4
2017glx  58072.11  18.053   0.244  17.118   0.110  16.842   0.132  16.544   0.184  16.994   0.251    kait4
2017glx  58076.10  18.466   0.229  17.168   0.124  17.145   0.164  16.795   0.331  16.986   0.167    kait4
2017glx  58077.10  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.269   0.287    kait4
2017glx  58087.08  18.129   0.094  17.439   0.103  17.615   0.189  17.879   0.265  99.999  99.999  nickel2
2017glx  58087.10  18.562   0.291  17.296   0.115  17.166   0.201  99.999  99.999  99.999  99.999    kait4
2017glx  58089.09  18.165   0.096  17.494   0.109  17.285   0.147  18.015   0.210  99.999  99.999  nickel2
2017glx  58089.09  18.325   0.231  17.690   0.412  99.999  99.999  17.069   0.575  99.999  99.999    kait4
2017glx  58093.10  18.508   0.152  17.521   0.112  17.529   0.192  17.299   0.390  17.397   0.255    kait4
2017glx  58095.09  18.458   0.171  17.942   0.163  17.605   0.347  99.999  99.999  17.758   0.251    kait4
2017glx  58097.09  18.445   0.190  17.761   0.292  17.988   0.435  17.739   0.499  17.537   0.286    kait4
2017glx  58097.09  18.296   0.110  17.681   0.123  17.499   0.165  18.177   0.307  99.999  99.999  nickel2
2017hbi  58022.53  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.939   0.437    kait4
