# Full, machine-readable Table B3 from Stahl et al. 2019
# Natural System Photometry of 93 SNe Ia
#
# NULL values are denoted by 99.999
#
# ---------------------------------------------------------------------------------------------------------
SN       MJD       B      EB       V      EV       R      ER       I      EI   CLEAR  ECLEAR   system
 2010hs  55470.48  19.544   0.095  19.153   0.072  19.017   0.061  19.556   0.236  99.999  99.999    kait4
 2010hs  55473.42  19.638   0.240  19.283   0.191  19.218   0.385  99.999  99.999  99.999  99.999    kait4
 2010hs  55476.52  20.097   0.215  19.557   0.144  19.381   0.128  19.798   0.274  99.999  99.999    kait4
 2010hs  55479.38  20.358   0.155  19.646   0.093  19.329   0.083  19.797   0.247  99.999  99.999    kait4
 2010hs  55482.42  20.920   0.234  20.021   0.146  19.390   0.146  20.117   0.331  99.999  99.999    kait4
 2010ii  55470.36  18.063   0.034  18.052   0.035  17.890   0.050  99.999  99.999  99.999  99.999    kait4
 2010ii  55472.33  17.402   0.016  17.434   0.028  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2010ii  55476.23  16.699   0.014  16.718   0.024  16.603   0.025  16.828   0.123  99.999  99.999    kait4
 2010ii  55478.23  16.568   0.015  16.580   0.015  16.452   0.022  16.622   0.043  99.999  99.999    kait4
 2010ii  55480.22  16.494   0.013  16.527   0.019  16.396   0.026  16.704   0.048  99.999  99.999    kait4
 2010ii  55482.18  16.525   0.015  16.484   0.019  16.351   0.028  16.811   0.050  99.999  99.999    kait4
 2010ii  55484.20  16.594   0.015  16.534   0.022  16.405   0.029  16.858   0.063  99.999  99.999    kait4
 2010ii  55513.18  19.465   0.588  18.443   0.444  18.022   0.421  17.943   0.466  99.999  99.999    kait4
 2010ii  55515.15  19.520   0.157  99.999  99.999  18.113   0.095  17.818   0.140  99.999  99.999    kait4
 2010ii  55532.10  99.999  99.999  99.999  99.999  18.731   0.103  20.382   0.664  99.999  99.999    kait4
 2010ii  55540.11  20.766   0.476  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2010ju  55517.37  17.952   0.048  17.241   0.036  16.863   0.056  16.627   0.078  99.999  99.999    kait4
 2010ju  55519.35  99.999  99.999  99.999  99.999  16.556   0.676  99.999  99.999  99.999  99.999    kait4
 2010ju  55529.38  17.654   0.029  16.868   0.037  16.510   0.036  16.590   0.175  99.999  99.999    kait4
 2010ju  55531.38  17.800   0.021  16.995   0.024  16.642   0.045  16.697   0.179  99.999  99.999    kait4
 2010ju  55537.43  18.488   0.099  17.392   0.035  17.073   0.038  16.878   0.091  99.999  99.999    kait4
 2010ju  55542.38  19.018   0.062  17.632   0.037  17.202   0.057  16.911   0.120  99.999  99.999    kait4
 2010ju  55545.44  19.033   0.179  17.746   0.311  17.186   0.176  99.999  99.999  99.999  99.999    kait4
 2010ju  55565.39  20.384   0.253  18.876   0.085  18.202   0.084  17.812   0.169  99.999  99.999    kait4
 2010ju  55568.33  20.114   0.410  18.784   0.177  18.152   0.258  17.877   0.261  99.999  99.999    kait4
 2010ju  55571.32  20.406   0.321  18.691   0.188  18.293   0.199  17.891   0.265  99.999  99.999    kait4
 2010ju  55574.28  20.658   0.333  19.067   0.165  18.503   0.129  18.071   0.242  99.999  99.999    kait4
 2010ju  55582.26  20.436   0.454  18.897   0.165  18.582   0.246  18.451   0.290  99.999  99.999    kait4
 2010ju  55585.32  20.646   0.355  19.130   0.146  18.853   0.180  18.810   0.339  99.999  99.999    kait4
 2010ju  55588.27  20.927   0.348  19.514   0.167  19.003   0.142  18.745   0.342  99.999  99.999    kait4
 2010ju  56203.42  99.999  99.999  21.140   0.480  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
  2011M  55585.28  17.261   0.018  17.019   0.044  16.704   0.079  16.453   0.054  99.999  99.999    kait4
  2011M  55587.23  16.996   0.041  16.691   0.035  16.428   0.038  16.202   0.038  99.999  99.999    kait4
  2011M  55589.26  16.752   0.073  16.523   0.081  16.331   0.114  16.131   0.113  99.999  99.999    kait4
  2011M  55592.29  16.644   0.017  16.406   0.013  16.136   0.027  16.167   0.047  99.999  99.999    kait4
  2011M  55595.23  16.686   0.018  16.438   0.068  16.131   0.027  16.257   0.108  99.999  99.999    kait4
  2011M  55598.22  16.814   0.022  16.428   0.023  16.178   0.027  16.298   0.046  99.999  99.999    kait4
  2011M  55602.19  17.104   0.028  16.606   0.023  16.355   0.071  16.560   0.057  99.999  99.999    kait4
  2011M  55605.18  17.369   0.028  16.802   0.077  16.600   0.076  16.721   0.061  99.999  99.999    kait4
  2011M  55615.21  18.472   0.043  17.314   0.040  16.984   0.071  16.519   0.101  99.999  99.999    kait4
  2011M  55620.16  19.124   0.108  17.653   0.049  17.040   0.046  16.500   0.064  99.999  99.999    kait4
  2011M  55625.16  19.300   0.237  99.999  99.999  17.332   0.098  99.999  99.999  99.999  99.999    kait4
 2011bd  55682.19  18.924   0.349  17.962   0.168  17.391   0.226  17.113   0.017  99.999  99.999  nickel2
 2011bd  55684.14  19.154   0.032  18.080   0.021  17.500   0.014  17.179   0.018  99.999  99.999  nickel2
 2011bd  55693.15  99.999  99.999  18.529   0.027  18.045   0.027  17.701   0.036  99.999  99.999  nickel2
 2011bd  55720.10  20.030   0.071  19.297   0.066  99.999  99.999  18.901   0.121  99.999  99.999  nickel2
 2011bd  55722.05  20.107   0.056  19.288   0.047  19.049   0.042  19.023   0.087  99.999  99.999  nickel2
 2011bd  55727.09  20.178   0.180  19.544   0.066  99.999  99.999  19.178   0.120  99.999  99.999  nickel2
 2011bd  55733.05  20.309   0.086  19.499   0.063  19.446   0.078  19.393   0.138  99.999  99.999  nickel2
 2011bd  55735.06  20.160   0.332  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2011by  55678.21  14.803   0.020  14.763   0.016  14.623   0.016  14.557   0.022  99.999  99.999    kait4
 2011by  55679.30  14.415   0.023  14.401   0.023  14.230   0.023  14.156   0.022  99.999  99.999    kait4
 2011by  55681.31  13.863   0.031  13.892   0.026  13.694   0.020  13.660   0.030  99.999  99.999    kait4
 2011by  55682.04  13.629   0.045  13.616   0.012  13.350   0.036  99.999  99.999  99.999  99.999  nickel2
 2011by  55682.32  13.660   0.030  13.631   0.021  13.481   0.019  13.409   0.027  99.999  99.999    kait4
 2011by  55683.31  13.419   0.035  13.509   0.034  13.309   0.028  13.276   0.029  99.999  99.999    kait4
 2011by  55684.03  13.318   0.038  13.344   0.011  13.170   0.009  13.147   0.012  99.999  99.999  nickel2
 2011by  55684.30  13.317   0.024  13.324   0.026  13.177   0.018  13.153   0.022  99.999  99.999    kait4
 2011by  55685.30  13.190   0.026  13.257   0.022  13.081   0.019  13.069   0.023  99.999  99.999    kait4
 2011by  55687.32  13.022   0.030  13.040   0.023  12.953   0.026  12.955   0.030  99.999  99.999    kait4
 2011by  55688.30  13.015   0.027  12.992   0.022  12.932   0.017  12.990   0.025  99.999  99.999    kait4
 2011by  55691.28  12.942   0.028  12.926   0.020  12.853   0.019  13.071   0.027  99.999  99.999    kait4
 2011by  55693.28  12.976   0.035  12.900   0.024  12.850   0.026  13.147   0.035  99.999  99.999    kait4
 2011by  55700.25  13.423   0.043  13.166   0.025  13.226   0.022  13.609   0.029  99.999  99.999    kait4
 2011by  55703.19  13.708   0.041  13.347   0.023  13.428   0.018  99.999  99.999  99.999  99.999    kait4
 2011by  55706.19  14.024   0.044  13.542   0.025  13.575   0.020  13.802   0.033  99.999  99.999    kait4
 2011by  55709.24  14.380   0.029  13.757   0.027  13.641   0.061  13.695   0.024  99.999  99.999    kait4
 2011by  55712.20  99.999  99.999  13.789   0.261  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2011by  55715.23  14.984   0.033  14.078   0.028  13.740   0.019  13.572   0.025  99.999  99.999    kait4
 2011by  55719.25  15.320   0.035  14.284   0.021  13.932   0.016  13.506   0.023  99.999  99.999    kait4
 2011by  55719.95  15.542   0.021  14.410   0.010  99.999  99.999  13.502   0.020  99.999  99.999  nickel2
 2011by  55721.94  15.688   0.014  14.570   0.020  14.068   0.009  13.574   0.012  99.999  99.999  nickel2
 2011by  55722.20  15.531   0.042  14.494   0.026  14.082   0.025  13.697   0.031  99.999  99.999    kait4
 2011by  55725.20  15.722   0.063  14.641   0.036  14.319   0.029  13.907   0.035  99.999  99.999    kait4
 2011by  55726.95  15.932   0.016  14.857   0.014  99.999  99.999  13.967   0.012  99.999  99.999  nickel2
 2011by  55728.20  15.811   0.048  14.822   0.025  14.448   0.022  14.101   0.024  99.999  99.999    kait4
 2011by  55731.20  15.917   0.061  14.927   0.040  14.628   0.038  14.330   0.058  99.999  99.999    kait4
 2011by  55732.92  99.999  99.999  15.092   0.009  99.999  99.999  14.335   0.013  99.999  99.999  nickel2
 2011by  55734.96  99.999  99.999  15.155   0.020  14.781   0.013  14.403   0.017  99.999  99.999  nickel2
 2011by  55735.20  15.992   0.037  15.078   0.030  14.780   0.022  14.450   0.032  99.999  99.999    kait4
 2011by  55738.20  16.073   0.043  15.187   0.031  14.855   0.028  14.651   0.028  99.999  99.999    kait4
 2011by  55738.93  16.228   0.020  15.273   0.009  14.914   0.008  14.609   0.012  99.999  99.999  nickel2
 2011by  55742.93  99.999  99.999  15.377   0.009  15.066   0.009  14.817   0.012  99.999  99.999  nickel2
 2011by  55748.92  16.372   0.058  15.530   0.017  99.999  99.999  15.062   0.014  99.999  99.999  nickel2
 2011by  55749.93  16.453   0.014  15.568   0.010  15.290   0.010  15.138   0.012  99.999  99.999  nickel2
 2011by  55766.91  16.672   0.025  16.175   0.168  15.819   0.012  15.829   0.017  99.999  99.999  nickel2
 2011df  55720.12  15.470   0.005  15.327   0.007  15.156   0.006  15.525   0.009  99.999  99.999  nickel2
 2011df  55722.07  15.570   0.005  15.360   0.004  15.217   0.004  15.590   0.006  99.999  99.999  nickel2
 2011df  55727.11  15.945   0.009  15.578   0.006  15.512   0.009  15.845   0.007  99.999  99.999  nickel2
 2011df  55733.07  16.632   0.007  15.936   0.005  15.822   0.005  15.881   0.007  99.999  99.999  nickel2
 2011df  55735.09  16.846   0.011  16.026   0.010  15.865   0.013  15.862   0.031  99.999  99.999  nickel2
 2011df  55739.09  17.289   0.011  16.253   0.008  15.906   0.009  15.755   0.012  99.999  99.999  nickel2
 2011df  55743.07  99.999  99.999  16.473   0.011  15.982   0.007  15.711   0.008  99.999  99.999  nickel2
 2011df  55749.11  18.082   0.022  16.852   0.007  16.286   0.006  15.858   0.007  99.999  99.999  nickel2
 2011df  55750.13  18.131   0.020  16.944   0.008  16.355   0.006  15.921   0.008  99.999  99.999  nickel2
 2011df  55767.04  18.618   0.020  17.587   0.014  17.107   0.011  16.891   0.021  99.999  99.999  nickel2
 2011dl  55739.03  17.470   0.032  17.273   0.012  17.040   0.012  17.378   0.024  99.999  99.999  nickel2
 2011dl  55743.02  17.618   0.033  17.290   0.015  17.068   0.012  17.443   0.027  99.999  99.999  nickel2
 2011dl  55749.08  18.032   0.040  17.562   0.020  17.423   0.021  17.919   0.047  99.999  99.999  nickel2
 2011dl  55750.09  18.167   0.027  17.608   0.026  17.496   0.015  17.890   0.027  99.999  99.999  nickel2
 2011dl  55767.02  19.817   0.062  18.614   0.027  17.890   0.022  17.676   0.033  99.999  99.999  nickel2
 2011dz  55749.05  19.748   0.123  17.489   0.026  16.920   0.022  16.565   0.029  99.999  99.999  nickel2
 2011dz  55750.07  99.999  99.999  17.471   0.023  16.954   0.021  16.631   0.032  99.999  99.999  nickel2
 2011dz  55767.00  99.999  99.999  99.999  99.999  17.768   0.041  99.999  99.999  99.999  99.999  nickel2
 2011ek  55782.49  16.043   0.018  15.370   0.015  14.789   0.016  14.381   0.021  99.999  99.999    kait4
 2011ek  55786.48  15.591   0.130  14.900   0.019  14.436   0.026  14.055   0.115  99.999  99.999    kait4
 2011ek  55802.51  16.619   0.020  15.392   0.018  15.055   0.020  14.776   0.027  99.999  99.999    kait4
 2011ek  55805.53  16.959   0.024  15.552   0.013  15.097   0.015  14.693   0.023  99.999  99.999    kait4
 2011ek  55807.48  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.193   0.023    kait4
 2011ek  55808.48  17.268   0.021  15.734   0.012  15.133   0.014  14.629   0.018  99.999  99.999    kait4
 2011ek  55809.49  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.151   0.023    kait4
 2011ek  55813.46  17.738   0.031  16.093   0.010  15.358   0.013  14.632   0.016  99.999  99.999    kait4
 2011ek  55814.49  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.411   0.028    kait4
 2011ek  55815.49  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.370   0.043    kait4
 2011ek  55816.33  17.818   0.188  16.366   0.075  15.627   0.032  14.839   0.032  99.999  99.999    kait4
 2011ek  55823.54  18.435   0.105  16.750   0.023  16.099   0.020  15.357   0.041  99.999  99.999    kait4
 2011ek  55824.42  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.142   0.038    kait4
 2011ek  55825.41  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.181   0.022    kait4
 2011ek  55826.42  18.486   0.048  16.900   0.019  16.252   0.015  15.595   0.022  99.999  99.999    kait4
 2011ek  55827.47  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.331   0.037    kait4
 2011ek  55828.49  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.315   0.025    kait4
 2011ek  55829.45  18.529   0.036  17.009   0.016  16.374   0.015  15.780   0.020  99.999  99.999    kait4
 2011ek  55830.42  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.410   0.040    kait4
 2011ek  55832.45  18.613   0.042  17.101   0.018  16.484   0.019  15.924   0.020  16.568   0.051    kait4
 2011ek  55833.46  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.600   0.026    kait4
 2011ek  55835.47  18.665   0.068  17.201   0.035  16.578   0.084  16.151   0.148  16.662   0.029    kait4
 2011ek  55837.54  18.684   0.056  17.281   0.022  16.679   0.021  16.216   0.025  99.999  99.999    kait4
 2011ek  55841.46  18.795   0.063  17.385   0.022  16.803   0.016  16.388   0.024  99.999  99.999    kait4
 2011ek  55842.33  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.909   0.045    kait4
 2011ek  55843.28  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.975   0.088    kait4
 2011ek  55844.32  18.910   0.191  17.499   0.046  16.893   0.026  16.518   0.030  16.951   0.062    kait4
 2011ek  55851.40  18.885   0.094  17.666   0.031  17.151   0.023  16.840   0.032  17.261   0.043    kait4
 2011ek  55852.37  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.289   0.059    kait4
 2011ek  55854.38  18.922   0.064  17.783   0.026  17.253   0.031  16.970   0.030  17.345   0.061    kait4
 2011ek  55855.37  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.420   0.044    kait4
 2011ek  55857.38  18.974   0.063  17.814   0.032  17.369   0.025  17.134   0.033  17.471   0.053    kait4
 2011ek  55858.40  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.535   0.093    kait4
 2011ek  55860.35  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.462   0.053    kait4
 2011ek  55861.42  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.614   0.054    kait4
 2011ek  55862.39  19.024   0.057  17.946   0.030  17.517   0.025  17.312   0.035  99.999  99.999    kait4
 2011ek  55863.38  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.718   0.063    kait4
 2011ek  55866.38  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.799   0.071    kait4
 2011ek  55867.35  19.095   0.081  18.139   0.035  17.723   0.033  17.566   0.050  99.999  99.999    kait4
 2011ek  55868.36  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.825   0.061    kait4
 2011ek  55870.39  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.947   0.088    kait4
 2011ek  55879.37  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.405   0.193    kait4
 2011ek  55880.27  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.361   0.106    kait4
 2011ek  55881.35  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.211   0.089    kait4
 2011ek  55882.35  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.359   0.083    kait4
 2011ek  55890.30  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.233   0.116    kait4
 2011ek  55891.29  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.404   0.123    kait4
 2011ek  55894.34  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.546   0.099    kait4
 2011ek  55895.30  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.438   0.307    kait4
 2011ek  55904.94  20.001   0.391  19.126   0.456  18.787   0.533  18.483   0.936  99.999  99.999  nickel2
 2011ek  55909.27  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.038   0.185    kait4
 2011ek  55910.22  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.062   0.292    kait4
 2011ek  55911.29  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.108   0.367    kait4
 2011ek  55911.92  99.999  99.999  99.999  99.999  99.999  99.999  18.011   0.317  99.999  99.999  nickel2
 2011ek  55913.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.981   0.099    kait4
 2011ek  55915.19  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.869   0.185    kait4
 2011ek  55917.19  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.923   0.332    kait4
 2011ek  55923.98  99.999  99.999  19.328   0.099  19.071   0.603  18.795   0.104  99.999  99.999  nickel2
 2011ek  55927.93  99.999  99.999  19.611   0.430  19.556   0.309  19.371   0.303  99.999  99.999  nickel2
 2011ek  55932.89  20.073   0.360  19.657   0.267  19.554   0.434  18.265   0.329  99.999  99.999  nickel2
 2011ek  55935.15  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.229   0.336    kait4
 2011ek  55935.90  99.999  99.999  19.811   0.341  99.999  99.999  18.904   0.147  99.999  99.999  nickel2
 2011ek  55936.17  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.459   0.251    kait4
 2011ek  55937.18  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.518   0.287    kait4
 2011ek  55939.20  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.392   0.223    kait4
 2011ek  55941.18  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.491   0.205    kait4
