# Full, machine-readable Table B3 from Stahl et al. 2019
# Natural System Photometry of 93 SNe Ia
#
# NULL values are denoted by 99.999
#
# ---------------------------------------------------------------------------------------------------------
SN       MJD       B      EB       V      EV       R      ER       I      EI   CLEAR  ECLEAR   system
 2013dh  56505.29  99.999  99.999  19.757   0.495  18.713   0.543  18.365   0.545  99.999  99.999  nickel2
 2013dh  56506.21  19.747   0.265  19.541   0.223  18.870   0.161  18.514   0.148  18.973   0.150    kait4
 2013dh  56507.29  99.999  99.999  19.353   0.144  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013dh  56508.20  19.823   0.401  19.532   0.208  19.069   0.153  18.525   0.148  19.361   0.220    kait4
 2013dh  56510.22  99.999  99.999  19.676   0.242  19.017   0.145  18.480   0.172  19.507   0.288    kait4
 2013dh  56512.20  19.693   0.479  19.427   0.190  19.163   0.151  18.593   0.176  19.067   0.204    kait4
 2013dh  56514.21  19.524   0.599  19.571   0.296  19.119   0.202  18.726   0.205  19.454   0.260    kait4
 2013dh  56516.20  20.209   0.347  19.617   0.305  19.248   0.203  18.853   0.202  19.383   0.217    kait4
 2013dh  56518.21  99.999  99.999  19.412   0.401  19.387   0.345  18.638   0.288  19.409   0.405    kait4
 2013dh  56520.19  99.999  99.999  19.592   0.312  19.431   0.349  18.906   0.258  19.515   0.401    kait4
 2013dh  56522.21  99.999  99.999  99.999  99.999  19.307   0.513  18.629   0.451  99.999  99.999    kait4
 2013dh  56523.24  20.568   0.567  20.059   0.314  19.170   0.135  18.839   0.155  99.999  99.999  nickel2
 2013dh  56524.19  99.999  99.999  99.999  99.999  19.111   0.632  99.999  99.999  99.999  99.999    kait4
 2013dh  56527.21  20.207   0.480  19.951   0.385  19.092   0.525  99.999  99.999  99.999  99.999  nickel2
 2013dh  56528.21  99.999  99.999  99.999  99.999  19.126   0.387  18.764   0.486  19.759   0.532    kait4
 2013dh  56531.16  99.999  99.999  19.924   0.357  19.365   0.294  18.958   0.379  19.809   0.472    kait4
 2013dh  56533.18  19.918   0.472  19.714   0.305  19.293   0.315  18.925   0.263  19.633   0.341    kait4
 2013dh  56535.17  19.747   0.549  19.796   0.487  19.294   0.390  18.849   0.328  19.638   0.348    kait4
 2013dh  56535.18  20.576   0.278  20.021   0.166  19.305   0.210  19.261   0.642  99.999  99.999  nickel2
 2013dh  56537.15  99.999  99.999  19.588   0.466  19.132   0.615  99.999  99.999  99.999  99.999    kait4
 2013dh  56539.18  99.999  99.999  99.999  99.999  19.590   0.716  18.742   0.536  19.984   0.625    kait4
 2013dh  56539.18  99.999  99.999  20.083   0.221  19.060   0.112  99.999  99.999  99.999  99.999  nickel2
 2013dh  56541.16  99.999  99.999  19.759   0.314  19.464   0.262  19.367   0.305  20.181   0.412    kait4
 2013dh  56541.19  99.999  99.999  20.183   0.217  19.276   0.108  19.316   0.711  99.999  99.999  nickel2
 2013dh  56547.15  99.999  99.999  99.999  99.999  19.711   0.529  18.840   0.588  99.999  99.999    kait4
 2013dh  56548.17  20.677   0.748  20.017   0.254  19.508   0.244  19.577   0.463  99.999  99.999  nickel2
 2013dh  56549.17  99.999  99.999  99.999  99.999  19.678   0.628  99.999  99.999  99.999  99.999    kait4
 2013dh  56552.14  99.999  99.999  19.477   0.644  99.999  99.999  18.876   0.680  99.999  99.999    kait4
 2013dh  56552.15  20.185   0.508  99.999  99.999  99.999  99.999  19.342   0.319  99.999  99.999  nickel2
 2013dh  56554.16  99.999  99.999  99.999  99.999  18.939   0.474  99.999  99.999  99.999  99.999    kait4
 2013dh  56563.14  99.999  99.999  19.919   1.255  99.999  99.999  20.368   0.283  20.422   0.709    kait4
 2013dh  56565.14  99.999  99.999  19.518   0.664  19.409   0.719  19.408   0.585  99.999  99.999    kait4
 2013dr  56485.37  18.489   0.066  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013dr  56498.34  15.891   0.044  15.497   0.028  15.477   0.020  15.818   0.021  99.999  99.999  nickel2
 2013dr  56505.35  99.999  99.999  15.967   0.035  15.771   0.031  15.916   0.042  99.999  99.999  nickel2
 2013dr  56507.40  99.999  99.999  99.999  99.999  99.999  99.999  15.834   0.019  99.999  99.999  nickel2
 2013dr  56527.28  18.122   0.088  17.096   0.024  16.584   0.018  16.216   0.020  99.999  99.999  nickel2
 2013dr  56531.28  99.999  99.999  99.999  99.999  16.752   0.017  16.495   0.019  99.999  99.999  nickel2
 2013dr  56539.28  99.999  99.999  17.464   0.020  17.044   0.016  99.999  99.999  99.999  99.999  nickel2
 2013dr  56541.24  99.999  99.999  17.518   0.023  17.098   0.020  16.919   0.021  99.999  99.999  nickel2
 2013dr  56545.23  19.747   0.401  17.580   0.043  17.263   0.202  99.999  99.999  99.999  99.999  nickel2
 2013dr  56548.25  99.999  99.999  99.999  99.999  99.999  99.999  17.170   0.033  99.999  99.999  nickel2
 2013dr  56552.23  99.999  99.999  99.999  99.999  17.465   0.048  17.580   0.474  99.999  99.999  nickel2
 2013dr  56555.16  18.535   0.081  99.999  99.999  17.535   0.020  99.999  99.999  99.999  99.999  nickel2
 2013dr  56559.16  99.999  99.999  99.999  99.999  17.660   0.020  17.625   0.048  99.999  99.999  nickel2
 2013dr  56562.18  99.999  99.999  99.999  99.999  17.766   0.021  17.791   0.035  99.999  99.999  nickel2
 2013dr  56569.14  19.178   0.257  18.132   0.081  18.020   0.103  99.999  99.999  99.999  99.999  nickel2
 2013dr  56575.15  99.999  99.999  99.999  99.999  99.999  99.999  18.215   0.102  99.999  99.999  nickel2
 2013dr  56578.14  99.999  99.999  18.208   0.061  18.295   0.101  18.093   0.166  99.999  99.999  nickel2
 2013dr  56585.12  19.032   0.056  18.441   0.040  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013dy  56483.46  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.220   0.065    kait4
 2013dy  56484.43  16.656   0.018  16.440   0.016  16.215   0.012  16.037   0.016  16.093   0.020    kait4
 2013dy  56485.46  16.148   0.018  15.887   0.012  15.659   0.012  15.462   0.013  15.588   0.029    kait4
 2013dy  56486.43  15.692   0.037  15.418   0.008  15.238   0.012  15.035   0.015  15.107   0.005    kait4
 2013dy  56487.38  15.240   0.013  15.007   0.010  14.790   0.008  14.613   0.011  14.706   0.011    kait4
 2013dy  56488.40  14.830   0.013  14.620   0.012  14.401   0.010  14.226   0.011  14.278   0.011    kait4
 2013dy  56489.38  14.471   0.013  14.303   0.010  14.080   0.007  13.901   0.010  13.967   0.013    kait4
 2013dy  56490.44  14.162   0.010  13.983   0.007  13.774   0.006  13.638   0.008  13.674   0.009    kait4
 2013dy  56491.40  13.963   0.012  13.798   0.008  13.588   0.008  13.456   0.008  13.502   0.013    kait4
 2013dy  56492.39  13.794   0.015  13.629   0.009  13.417   0.008  13.294   0.011  13.309   0.010    kait4
 2013dy  56492.46  13.771   0.007  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013dy  56493.40  13.617   0.036  13.496   0.016  13.276   0.012  13.182   0.014  13.207   0.017    kait4
 2013dy  56494.41  13.536   0.016  13.370   0.009  13.173   0.008  13.077   0.008  13.076   0.015    kait4
 2013dy  56496.32  13.302   0.071  13.180   0.026  13.026   0.019  12.978   0.022  12.952   0.031    kait4
 2013dy  56497.41  13.277   0.011  13.116   0.008  12.976   0.005  12.948   0.008  12.861   0.012    kait4
 2013dy  56498.39  13.253   0.015  13.071   0.009  12.957   0.008  12.948   0.008  12.852   0.010    kait4
 2013dy  56498.39  13.263   0.014  99.999  99.999  99.999  99.999  12.909   0.007  99.999  99.999  nickel2
 2013dy  56499.38  13.243   0.059  13.056   0.036  12.948   0.033  13.022   0.027  12.846   0.024    kait4
 2013dy  56500.45  13.190   0.017  12.976   0.013  12.876   0.015  12.955   0.017  12.809   0.016    kait4
 2013dy  56501.40  13.209   0.013  13.016   0.010  12.892   0.008  12.998   0.012  12.808   0.014    kait4
 2013dy  56502.36  13.212   0.012  13.007   0.009  12.880   0.008  13.017   0.009  12.826   0.008    kait4
 2013dy  56503.30  13.288   0.012  13.046   0.010  12.884   0.008  13.042   0.010  12.875   0.013    kait4
 2013dy  56504.35  13.292   0.012  13.030   0.009  12.897   0.006  13.097   0.007  12.856   0.012    kait4
 2013dy  56505.34  13.327   0.011  13.050   0.007  12.921   0.004  13.139   0.006  12.898   0.005    kait4
 2013dy  56505.42  13.305   0.013  13.017   0.009  12.875   0.007  13.096   0.011  99.999  99.999  nickel2
 2013dy  56506.35  13.351   0.011  13.057   0.007  12.943   0.005  13.186   0.008  12.934   0.008    kait4
 2013dy  56507.21  13.422   0.007  13.094   0.004  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013dy  56507.33  13.408   0.017  13.116   0.011  12.999   0.012  13.234   0.011  12.967   0.012    kait4
 2013dy  56508.34  13.453   0.011  13.137   0.009  13.040   0.007  13.303   0.009  13.013   0.009    kait4
 2013dy  56509.34  13.506   0.012  13.190   0.014  13.101   0.008  13.375   0.010  13.088   0.015    kait4
 2013dy  56510.34  13.584   0.011  13.222   0.006  13.158   0.005  13.441   0.007  13.134   0.010    kait4
 2013dy  56511.19  13.620   0.015  13.228   0.008  13.165   0.008  13.442   0.012  99.999  99.999  nickel2
 2013dy  56511.32  13.668   0.012  13.283   0.006  13.236   0.004  13.511   0.007  13.210   0.006    kait4
 2013dy  56512.31  13.727   0.012  13.342   0.011  13.316   0.008  13.593   0.010  13.276   0.012    kait4
 2013dy  56513.32  13.839   0.011  13.409   0.009  13.387   0.005  13.648   0.008  13.356   0.010    kait4
 2013dy  56514.32  13.915   0.017  13.471   0.009  13.451   0.007  13.696   0.009  13.429   0.008    kait4
 2013dy  56515.36  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  13.514   0.010    kait4
 2013dy  56516.33  14.123   0.012  13.611   0.009  13.561   0.007  13.734   0.008  13.524   0.014    kait4
 2013dy  56517.32  14.241   0.012  13.666   0.009  13.588   0.007  13.729   0.009  13.571   0.008    kait4
 2013dy  56518.36  14.329   0.011  13.705   0.011  13.631   0.013  13.735   0.009  13.613   0.010    kait4
 2013dy  56519.31  14.432   0.011  13.783   0.010  13.661   0.006  13.721   0.008  13.654   0.008    kait4
 2013dy  56520.34  14.532   0.013  13.832   0.008  13.673   0.006  13.691   0.008  13.658   0.010    kait4
 2013dy  56521.41  14.834   0.186  13.875   0.029  13.641   0.042  13.692   0.054  13.714   0.026    kait4
 2013dy  56522.33  14.725   0.015  13.907   0.008  13.682   0.006  13.638   0.008  13.699   0.010    kait4
 2013dy  56523.26  14.815   0.017  13.951   0.009  13.715   0.008  13.613   0.008  13.749   0.013    kait4
 2013dy  56523.43  99.999  99.999  99.999  99.999  13.672   0.007  13.487   0.007  99.999  99.999  nickel2
 2013dy  56524.31  14.955   0.046  14.039   0.026  13.747   0.021  13.589   0.017  13.759   0.015    kait4
 2013dy  56525.29  14.999   0.051  14.082   0.019  13.733   0.016  13.572   0.017  99.999  99.999    kait4
 2013dy  56527.36  15.294   0.013  14.146   0.006  13.724   0.006  13.422   0.008  99.999  99.999  nickel2
 2013dy  56528.36  15.237   0.023  14.133   0.010  99.999  99.999  13.531   0.014  99.999  99.999    kait4
 2013dy  56529.34  15.304   0.015  14.183   0.010  13.794   0.011  13.525   0.011  13.813   0.018    kait4
 2013dy  56530.33  15.383   0.015  14.266   0.007  13.836   0.007  13.521   0.009  13.844   0.009    kait4
 2013dy  56531.32  15.465   0.016  14.289   0.011  13.844   0.008  13.493   0.011  13.874   0.013    kait4
 2013dy  56532.36  99.999  99.999  99.999  99.999  13.875   0.007  13.498   0.008  13.909   0.013    kait4
 2013dy  56533.30  15.607   0.015  14.422   0.010  13.951   0.008  13.531   0.010  13.972   0.016    kait4
 2013dy  56534.31  15.656   0.016  14.450   0.008  13.977   0.008  13.538   0.009  13.990   0.012    kait4
 2013dy  56535.28  15.700   0.015  14.509   0.008  14.031   0.006  13.562   0.007  14.022   0.007    kait4
 2013dy  56535.38  15.894   0.012  14.546   0.007  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013dy  56536.26  15.782   0.016  14.574   0.009  14.103   0.006  13.601   0.007  14.085   0.013    kait4
 2013dy  56537.29  99.999  99.999  14.678   0.131  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2013dy  56538.28  99.999  99.999  14.878   0.142  14.354   0.109  13.738   0.064  99.999  99.999    kait4
 2013dy  56539.28  15.934   0.016  14.736   0.008  14.262   0.007  13.792   0.007  14.258   0.011    kait4
 2013dy  56540.28  16.003   0.058  14.779   0.032  14.340   0.028  13.870   0.021  14.328   0.037    kait4
 2013dy  56541.26  15.974   0.020  14.816   0.009  14.385   0.007  13.928   0.008  14.372   0.009    kait4
 2013dy  56542.28  16.015   0.016  14.863   0.008  14.437   0.006  13.991   0.008  14.421   0.011    kait4
 2013dy  56543.26  16.059   0.018  14.908   0.009  14.498   0.007  14.051   0.008  14.493   0.012    kait4
 2013dy  56544.24  16.108   0.019  14.960   0.010  14.542   0.008  14.111   0.009  14.536   0.012    kait4
 2013dy  56545.26  16.084   0.022  14.987   0.011  14.589   0.009  14.184   0.009  14.589   0.010    kait4
 2013dy  56545.41  16.265   0.018  15.043   0.009  14.572   0.007  14.094   0.008  99.999  99.999  nickel2
 2013dy  56546.26  16.132   0.021  15.024   0.010  14.623   0.008  14.229   0.009  14.628   0.015    kait4
 2013dy  56547.26  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.668   0.024    kait4
 2013dy  56548.24  16.146   0.019  15.092   0.010  14.708   0.008  14.332   0.009  14.702   0.015    kait4
 2013dy  56548.35  16.317   0.010  15.132   0.007  14.665   0.009  14.231   0.009  99.999  99.999  nickel2
 2013dy  56549.28  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.738   0.016    kait4
 2013dy  56550.28  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.778   0.021    kait4
 2013dy  56551.26  16.230   0.022  15.189   0.012  14.806   0.009  14.498   0.011  14.840   0.012    kait4
 2013dy  56552.20  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.856   0.016    kait4
 2013dy  56552.31  16.395   0.048  15.266   0.020  99.999  99.999  14.423   0.021  99.999  99.999  nickel2
 2013dy  56553.24  16.238   0.037  15.226   0.015  14.885   0.012  14.589   0.015  14.910   0.013    kait4
 2013dy  56555.27  16.263   0.035  15.282   0.013  14.930   0.009  14.678   0.014  14.958   0.019    kait4
 2013dy  56555.30  16.437   0.016  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013dy  56556.31  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.025   0.017    kait4
 2013dy  56558.23  16.310   0.024  15.352   0.010  15.029   0.009  14.804   0.011  15.063   0.018    kait4
 2013dy  56559.20  16.479   0.016  15.435   0.010  15.067   0.015  14.764   0.011  99.999  99.999  nickel2
 2013dy  56559.25  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.113   0.024    kait4
 2013dy  56561.23  16.329   0.026  15.418   0.011  15.128   0.009  14.951   0.013  15.189   0.019    kait4
 2013dy  56562.23  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.217   0.017    kait4
 2013dy  56562.30  16.519   0.017  15.537   0.012  15.152   0.011  14.923   0.014  99.999  99.999  nickel2
 2013dy  56563.22  16.385   0.019  15.475   0.011  15.183   0.010  15.034   0.011  15.248   0.018    kait4
 2013dy  56564.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.274   0.025    kait4
 2013dy  56565.22  16.424   0.022  15.551   0.026  15.257   0.022  15.123   0.030  15.318   0.017    kait4
 2013dy  56567.23  16.460   0.031  15.630   0.017  15.318   0.017  15.231   0.022  15.375   0.022    kait4
 2013dy  56568.23  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.418   0.025    kait4
 2013dy  56569.19  16.438   0.039  15.658   0.026  15.386   0.020  15.295   0.024  15.450   0.035    kait4
 2013dy  56569.36  16.598   0.119  15.714   0.039  15.379   0.044  15.223   0.030  99.999  99.999  nickel2
 2013dy  56570.23  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.482   0.025    kait4
 2013dy  56571.20  16.495   0.024  15.704   0.013  15.447   0.012  15.394   0.015  15.509   0.018    kait4
 2013dy  56572.23  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.586   0.031    kait4
 2013dy  56573.20  16.507   0.032  15.734   0.013  15.505   0.013  15.497   0.021  15.559   0.019    kait4
 2013dy  56573.30  16.673   0.013  15.797   0.007  15.494   0.019  15.399   0.021  99.999  99.999  nickel2
 2013dy  56574.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.614   0.039    kait4
 2013dy  56575.18  99.999  99.999  15.844   0.022  15.563   0.042  15.442   0.042  99.999  99.999  nickel2
 2013dy  56576.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.659   0.022    kait4
 2013dy  56577.20  16.571   0.025  15.861   0.013  15.622   0.012  15.657   0.016  15.678   0.023    kait4
 2013dy  56578.17  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.736   0.041    kait4
 2013dy  56578.23  16.747   0.022  15.884   0.019  15.640   0.025  15.564   0.029  99.999  99.999  nickel2
 2013dy  56579.18  16.586   0.037  15.915   0.033  15.679   0.025  15.736   0.033  15.743   0.020    kait4
 2013dy  56580.20  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.769   0.032    kait4
 2013dy  56581.19  16.611   0.044  15.951   0.021  15.752   0.017  15.802   0.031  15.790   0.025    kait4
 2013dy  56581.22  16.798   0.017  15.990   0.011  15.727   0.010  15.709   0.012  99.999  99.999  nickel2
 2013dy  56582.23  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.832   0.037    kait4
 2013dy  56583.19  16.651   0.048  15.979   0.018  15.788   0.017  15.858   0.024  15.845   0.020    kait4
 2013dy  56584.25  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.893   0.034    kait4
 2013dy  56585.19  16.687   0.040  16.040   0.017  15.873   0.015  15.967   0.023  15.912   0.019    kait4
 2013dy  56585.23  16.842   0.019  16.084   0.011  15.854   0.011  15.853   0.014  99.999  99.999  nickel2
 2013dy  56586.23  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.920   0.035    kait4
 2013dy  56587.18  16.761   0.029  16.126   0.027  15.944   0.016  16.055   0.025  15.980   0.025    kait4
 2013dy  56588.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.998   0.041    kait4
 2013dy  56589.13  16.906   0.018  16.173   0.020  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013dy  56589.18  16.774   0.027  16.126   0.017  15.969   0.014  16.118   0.022  16.046   0.038    kait4
 2013dy  56590.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.072   0.031    kait4
 2013dy  56592.16  16.789   0.027  16.217   0.016  16.059   0.014  16.229   0.020  16.114   0.048    kait4
 2013dy  56596.19  16.875   0.036  16.285   0.022  16.175   0.024  16.345   0.035  16.191   0.045    kait4
 2013dy  56597.16  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.232   0.041    kait4
 2013dy  56598.14  16.908   0.028  16.343   0.017  16.235   0.016  16.458   0.025  16.254   0.035    kait4
 2013dy  56599.15  17.082   0.025  16.415   0.016  16.278   0.014  16.357   0.026  99.999  99.999  nickel2
 2013dy  56599.16  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.295   0.029    kait4
 2013dy  56600.14  16.889   0.101  16.460   0.077  16.214   0.076  16.643   0.209  16.287   0.061    kait4
 2013dy  56601.13  17.106   0.024  16.466   0.012  16.329   0.010  16.412   0.024  99.999  99.999  nickel2
 2013dy  56601.17  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.342   0.030    kait4
 2013dy  56602.13  16.959   0.026  16.455   0.018  16.359   0.017  16.558   0.027  16.363   0.050    kait4
 2013dy  56604.13  16.996   0.029  16.499   0.019  16.399   0.021  16.635   0.035  16.402   0.026    kait4
 2013dy  56605.15  17.173   0.015  16.535   0.010  16.428   0.013  16.548   0.020  99.999  99.999  nickel2
 2013dy  56606.14  17.011   0.042  16.526   0.022  16.434   0.025  16.672   0.037  16.472   0.036    kait4
 2013dy  56607.15  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.476   0.098    kait4
 2013dy  56609.12  17.088   0.047  16.602   0.028  16.549   0.037  16.747   0.045  16.513   0.055    kait4
 2013dy  56609.16  17.256   0.015  16.626   0.012  16.553   0.012  16.681   0.022  99.999  99.999  nickel2
 2013dy  56612.15  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.623   0.061    kait4
 2013dy  56614.14  17.115   0.070  16.726   0.053  16.701   0.046  16.844   0.078  16.607   0.043    kait4
 2013dy  56618.09  17.185   0.058  16.783   0.039  16.790   0.048  17.026   0.084  16.745   0.092    kait4
 2013dy  56619.13  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.807   0.135    kait4
 2013dy  56621.15  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.772   0.062    kait4
 2013dy  56622.20  17.433   0.019  16.885   0.014  99.999  99.999  17.019   0.020  99.999  99.999  nickel2
 2013dy  56623.13  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.692   0.283    kait4
 2013dy  56625.14  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.917   0.045    kait4
 2013dy  56627.11  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.949   0.069    kait4
 2013dy  56629.12  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.998   0.091    kait4
 2013dy  56631.18  17.609   0.025  17.060   0.033  17.155   0.033  17.281   0.078  99.999  99.999  nickel2
 2013dy  56635.18  17.642   0.037  17.109   0.032  17.257   0.064  17.334   0.093  99.999  99.999  nickel2
 2013dy  56636.11  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.243   0.152    kait4
 2013dy  56640.09  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.256   0.096    kait4
 2013dy  56642.13  17.781   0.057  17.271   0.038  17.560   0.123  17.512   0.123  99.999  99.999  nickel2
 2013dy  56643.10  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.187   0.105    kait4
 2013dy  56644.11  17.364   0.468  17.328   0.120  17.487   0.101  17.682   0.215  17.404   0.104    kait4
 2013dy  56647.09  17.686   0.104  17.373   0.097  17.537   0.100  17.702   0.214  17.290   0.178    kait4
 2013dy  56650.10  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.492   0.082    kait4
 2013dy  56656.12  17.807   0.087  17.523   0.065  17.762   0.062  18.073   0.122  99.999  99.999    kait4
 2013dy  56659.10  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.504   0.108    kait4
 2013dy  56662.10  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.756   0.200    kait4
 2013dy  56665.11  18.005   0.110  17.723   0.070  18.005   0.085  18.225   0.132  17.693   0.315    kait4
 2013dy  56665.13  18.153   0.055  17.665   0.042  18.031   0.066  17.947   0.112  99.999  99.999  nickel2
 2013dy  56667.16  18.125   0.137  17.632   0.067  18.173   0.123  18.131   0.337  99.999  99.999  nickel2
 2013dy  56670.16  99.999  99.999  99.999  99.999  18.084   0.359  99.999  99.999  99.999  99.999  nickel2
 2013dy  56789.48  20.041   0.211  19.490   0.178  20.103   0.358  19.761   0.449  99.999  99.999  nickel2
 2013dy  56838.39  21.144   0.164  20.187   0.079  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013dy  56840.37  21.117   0.184  20.208   0.084  99.999  99.999  20.231   0.318  99.999  99.999  nickel2
 2013dy  56849.32  20.836   0.469  20.602   0.366  21.778   0.660  20.055   0.809  99.999  99.999  nickel2
 2013dy  56851.40  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.579   0.507    kait4
 2013dy  56852.28  99.999  99.999  20.784   0.508  21.186   0.391  19.858   0.180  99.999  99.999  nickel2
 2013dy  56852.39  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.451   0.538    kait4
 2013dy  56854.44  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.637   0.705    kait4
 2013dy  56856.31  21.210   0.320  20.444   0.313  99.999  99.999  20.166   0.370  99.999  99.999  nickel2
 2013dy  56857.38  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.777   0.419    kait4
 2013dy  56859.40  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.838   0.645    kait4
 2013dy  56868.39  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.787   0.559    kait4
 2013dy  56870.38  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.400   0.492    kait4
 2013dy  56874.30  21.681   0.395  20.325   0.208  21.673   0.592  21.065   0.653  99.999  99.999  nickel2
 2013dy  56879.32  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.504   0.436    kait4
 2013dy  56884.32  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.728   0.819    kait4
 2013dy  56884.33  99.999  99.999  99.999  99.999  22.095   0.525  99.999  99.999  99.999  99.999  nickel2
 2013dy  56888.30  22.346   0.419  21.140   0.182  21.623   0.444  20.352   0.471  99.999  99.999  nickel2
 2013dy  56891.28  22.290   0.404  20.890   0.818  21.950   0.408  20.593   0.552  99.999  99.999  nickel2
 2013dy  56891.32  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.773   0.405    kait4
 2013dy  56894.21  22.706   1.035  21.122   0.188  21.770   0.663  20.805   0.582  99.999  99.999  nickel2
 2013dy  56896.28  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.222   0.509    kait4
 2013dy  56897.37  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.976   0.671    kait4
 2013dy  56906.28  99.999  99.999  21.253   0.368  22.090   0.606  20.293   0.280  99.999  99.999  nickel2
 2013dy  56912.27  22.398   0.607  21.711   0.417  99.999  99.999  20.668   0.459  99.999  99.999  nickel2
 2013dy  56916.25  99.999  99.999  21.832   0.533  22.084   0.500  99.999  99.999  99.999  99.999  nickel2
 2013dy  56926.39  22.352   1.328  21.588   0.511  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013dy  56931.22  99.999  99.999  99.999  99.999  21.673   0.620  99.999  99.999  99.999  99.999  nickel2
 2013dy  56934.21  99.999  99.999  21.864   0.499  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013dy  56937.20  99.999  99.999  21.449   0.505  22.202   0.887  21.343   0.720  99.999  99.999  nickel2
 2013dy  56940.16  99.999  99.999  21.712   0.831  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2013dy  56948.32  99.999  99.999  21.792   0.521  21.938   0.700  99.999  99.999  99.999  99.999  nickel2
 2013dy  57000.11  99.999  99.999  99.999  99.999  22.452   0.541  21.465   0.707  99.999  99.999  nickel2
 2013ex  56535.52  15.099   0.015  14.899   0.008  14.784   0.008  15.033   0.013  99.999  99.999  nickel2
 2013ex  56539.53  15.371   0.015  15.062   0.010  15.031   0.011  15.289   0.012  99.999  99.999  nickel2
 2013ex  56548.51  99.999  99.999  15.603   0.009  15.481   0.008  15.410   0.013  99.999  99.999  nickel2
 2013ex  56552.50  16.851   0.041  15.857   0.035  15.563   0.013  15.318   0.020  99.999  99.999  nickel2
