,x_data,y_data,y_err_data
89,0.7726111242634809,16.001,0.02200000000000024
90,0.7740733401867576,15.965,0.0129999999999999
91,0.7771957954026693,15.966,0.010000000000000675
92,0.865728033122852,16.018,0.01899999999999924
93,0.8671572451634165,15.998,0.0129999999999999
94,0.8690829505327236,16.027,0.009000000000000341
95,0.7304501107575722,15.957,0.016000000000000014
96,0.73146318675812,15.947,0.010000000000000675
97,0.7330574182644491,15.952,0.006999999999999673
98,0.4670231412405011,15.557,0.0129999999999999
99,0.4682356755522967,15.525,0.009999999999999787
100,0.5978132620460124,15.791,0.0129999999999999
101,0.5988923458433069,15.785,0.009000000000000341
102,0.6004535734460423,15.795,0.006999999999999673
103,1.7925340413482527,16.095,0.01699999999999946
104,1.793895810650181,16.087,0.0129999999999999
105,1.7957225043504699,16.06,0.012000000000000455
106,1.8002067288578694,16.049,0.01699999999999946
107,1.8011868009757053,16.052,0.015000000000000568
108,1.9535421196871086,16.129,0.022999999999999687
109,1.9548536656679223,16.116,0.015000000000000568
110,1.9571294993013808,16.115,0.009999999999999787
111,1.2443136004553352,15.823,0.027000000000000135
112,1.246754453533677,15.845,0.017999999999999794
113,1.2487648210695819,15.848,0.01499999999999968
114,1.2535475155676876,15.862,0.026999999999999247
115,1.5806247129525208,15.763,0.018000000000000682
116,1.5815057733804574,15.77,0.017000000000000348
117,1.5830670009831929,15.852,0.015000000000000568
118,1.9029099127592743,16.086,0.023000000000001464
119,1.9046533792557363,16.155,0.01699999999999946
120,1.9064312845872406,16.141,0.011000000000001009
121,1.155736948121496,16.225,0.025000000000000355
122,1.1567672435500058,16.28,0.015000000000000568
123,1.1590918655313676,16.271,0.0129999999999999
124,1.7605196619098276,16.017,0.019999999999999574
125,1.7622631284062895,15.974,0.019000000000000128
126,1.764521742611786,15.989,0.008000000000000007
127,1.7252299256579386,16.014,0.019000000000001016
128,1.7263262288623138,16.005,0.013999999999999346
129,1.727937679786164,16.015,0.009000000000000341
130,1.923399645265388,16.044,0.02200000000000024
131,1.938663228033125,16.102,0.0129999999999999
132,1.7683488280798065,16.022,0.017000000000001236
133,1.7697278167992563,16.029,0.013000000000001677
134,1.771504287188871,16.034,0.011000000000001009
135,1.5629469718388411,15.769,0.020999999999999908
136,1.563927043956677,15.816,0.01499999999999968
137,1.5656705104426982,15.816,0.01100000000000012
138,1.8380071648584915,16.085,0.022999999999999687
139,1.8395841769368588,16.073,0.015000000000000568
140,1.8431557720754992,16.095,0.012000000000000455
141,1.5631192349643943,15.733,0.020000000000000462
142,1.5641165264997512,15.749,0.0129999999999999
143,1.567188758394548,15.782,0.012000000000000455
144,1.235928038148111,15.763,0.013999999999999346
145,1.2372080151985425,15.729,0.013000000000000789
146,1.2394336255108862,15.719,0.009999999999999787
147,1.4552848355297288,15.608,0.0129999999999999
148,1.4563481348409508,15.607,0.011999999999999567
149,1.457892143026165,15.639,0.009999999999999787
150,1.1102406405549925,16.151,0.015000000000000568
151,1.1111704893517134,16.171,0.009999999999999787
152,1.112715932489258,16.194,0.008000000000000895
153,1.3833909126705268,15.461,0.009999999999999787
154,1.3876756788771192,15.464,0.006999999999999673
155,1.3895698153160443,15.451,0.004999999999999893
156,1.6667278941507013,15.908,0.014000000000000234
157,1.6684211373260485,15.924,0.009999999999999787
158,1.67004980766742,15.889,0.008000000000000007
159,1.2928024234098243,15.405,0.014000000000000234
160,1.2972866479172238,15.379,0.011999999999999567
161,1.3106058709353618,15.354,0.013000000000000789
162,1.3131643900734542,15.37,0.010000000000000675
163,1.5225382274665136,15.682,0.017999999999999794
164,1.5246648260993982,15.689,0.013999999999999346
165,1.5264915197996873,15.685,0.009000000000000341
166,1.1544078545360912,16.18,0.021000000000000796
167,1.1554209305366392,16.19,0.012000000000000455
168,1.1571486125574693,16.201,0.007999999999999119
169,1.6110203314519538,15.762,0.017000000000000348
170,1.6132961650749715,15.788,0.014000000000000234
171,1.614824388784554,15.819,0.010000000000000675
172,1.3741126725204496,15.414,0.01100000000000012
173,1.3750927446278447,15.393,0.008000000000000007
174,1.3779497337462028,15.406,0.007000000000000561
175,1.680027927907064,15.89,0.01499999999999968
176,1.681670947771737,15.873,0.011999999999999567
177,1.1677931749164665,16.257,0.022999999999999687
178,1.17025124742277,16.311,0.02400000000000091
179,1.1724940771526349,16.238,0.009999999999999787
180,1.6469968058502311,15.882,0.017999999999999794
181,1.6484418023559866,15.889,0.009999999999999787
182,1.6514810303680711,15.853,0.006999999999999673
183,1.3774540371306598,15.425,0.010000000000000675
184,1.3790812725197013,15.43,0.006999999999999673
185,1.3807415118018955,15.431,0.004999999999999893
186,1.1729397227237293,16.228,0.019000000000000128
187,1.1738523520924882,16.261,0.010999999999999233
188,1.1755140263270127,16.256,0.007999999999999119
189,1.625662010728554,15.82,0.0129999999999999
190,1.6270237800304825,15.825,0.008000000000000007
191,1.6353450657845165,16.113,0.06700000000000017
192,1.7726111242634808,16.001,0.02200000000000024
193,1.7740733401867574,15.965,0.0129999999999999
194,1.7771957954026694,15.966,0.010000000000000675
195,1.8657280331228518,16.018,0.01899999999999924
196,1.8671572451634164,15.998,0.0129999999999999
197,1.8690829505327236,16.027,0.009000000000000341
198,1.7304501107575723,15.957,0.016000000000000014
199,1.73146318675812,15.947,0.010000000000000675
200,1.7330574182644491,15.952,0.006999999999999673
201,1.467023141240501,15.557,0.0129999999999999
202,1.4682356755522967,15.525,0.009999999999999787
203,1.5978132620460124,15.791,0.0129999999999999
204,1.5988923458433069,15.785,0.009000000000000341
205,1.6004535734460423,15.795,0.006999999999999673
